detIndex;capSecuencia;depTipoObjVer;depCodObjVer;depDesCambio;depJusCambio;depOrigen;depDestino;depCodProv;depDevInt
1;878;O;23571;NULL;NULL;DV812;PD812;NULL;NULL
1;879;O;41436;CORRECCION SP IMPORTA MARCACIONES;NULL;\\E3SIS063\PASES\I-8253\CA_IMPORTA_MARCACIONESBIO_JOB.SQL;SERVIDOR  SFER00AP02  BASE GWSISREY;NULL;NULL
1;880;V;14857;CAMBIO - MODIFICACION EN LAS OPCINES DE PROCESO EN LOS STAUS DEFAULT;NULL;DV812;PD812;NULL;NULL
1;881;O;27211;SE AUMENTO EL NUMERO DE DIGITOS PARA EL CAMPO DE MONTO;NULL;DV812;PD812;NULL;NULL
1;882;O;41052;CORRECCION AL MOMENTO DE VALIDAR EL SUELO DEL EMPLEADO A REEMPLAZAR PARA QUE CUANDO SEA MENOR AL S.M.V. VIGENTE, AUTOMATICAMENTE ASIGNE EN EL FORMULARIO DICHO SALARIO MINIMO.;NULL;\\E3SIS109\PASES\WORKFLOW\RRHH\2010-03-22_CORRECCION_SALARIO_MINIMO_A_REEMPLAZOS\WORKFLOW_RRHH_10-03-22.NTF;\\SRBP00WF01\C$\LOTUS\NOTES\DATA\RELEASE;NULL;NULL
1;883;O;41344;SCRIPT CREACION DE OPCION;NULL;\\E3SIS017\PASEOC603\BASE;BASE FUERZAVENTAS SERVER SRBP00DB03;NULL;NULL
1;884;V;2737;NULL;NULL;DV812;PD812;NULL;NULL
1;885;O;26432;NULL;NULL;DV812;PD812;NULL;NULL
1;886;V;3731;NULL;NULL;DV812;PD812;NULL;NULL
1;887;O;40726;SE AGREGO FIRMAS DE RESPONSABLES;NULL;DV812;PD812;NULL;NULL
1;888;O;25047;SE INCLUYO NUEVA COLUMNA EN REPORTE STANDAR;NULL;DV812;PD812;NULL;NULL
1;889;V;15281;CAMBIAR DE COLA A QINTERF;NULL;DV812;PD812;NULL;NULL
1;890;V;15282;CAMBIO DE COLA A QINTEF;NULL;DV812;PD812;NULL;NULL
1;891;O;41462;CIERRE DIARIO DE SAFF SIN EMBARQUES;NULL;\\E3SIS063\PASES\OC-580\TRANS_SP_CIERRA_DIA_SAW.SQL;SERVER SRBP00DB02 BASE GWSISREY;NULL;NULL
1;892;V;8716;CAMBIO A COLA DEFAULT;NULL;DV812;PD812;NULL;NULL
1;893;O;27314;MODIFICAR TAMAÑO DE COLUMNAS PARA QUE IMPRIMA COLUMNA DE CANTIDAD EN EXCEL;NULL;DV812;PD812;NULL;NULL
1;895;O;41464;NULL;NULL;NULL;NULL;NULL;NULL
1;896;O;40883;IMPLEMENTA CAMBIOS SOLICITADOS;NULL;\\E3SIS063\PASES\OC-636\PLEX\*.*;DIRECTORIO APP. MESCAPEW EN CADA CLIENTE;NULL;NULL
1;897;O;41468;ACTUALIZACION DEL PROCESO DE UTILIDADES PARA EX EMPLEADOS DE AGR Y EXPOPLAST QUE SALIERON ANTES DE LA FUSION;NULL;\\E3SIS038\BK_PASES DE VERSION\ACTUALI_T9358_UTILIDADESEX;SRBP00AP01\SPYRAL_PRDCCN_01;NULL;NULL
1;898;O;41469;REGISTRAR LOS RESULTADOS DE LAS PRUEBAS DE LABORATORIO;NULL;\\E3SIS037\PASELECHE15ABRIL;SRBP00DB2;NULL;NULL
1;899;O;41283;NUEVO REPORTE DE GESTION;NULL;\\PASEOC652\DESKTOP;DIRECTORIO SCMI MAQUINA USUARIO;NULL;NULL
1;900;O;41471;CORRECION EN EL PROCESO DE CARDAT PRESENTADO EN ALMACEN TEMPORAL;NULL;\\E3SIS038\BK_PASES DE VERSION\ACTUALI_GENCARDAT_EKASAT;SRBP00DB03\EKSAT;NULL;NULL
1;901;O;41472;INSERT CREA EL AMBIENTE;NULL;\\E3SIS037\PASELECHE19ABRIL\GWMONITOR.SQL;SRBP00DB2\GWMONITOR;NULL;NULL
1;902;O;41499;NUEVO SP PARA AUDITORIA DE VENTAS AL EXTERIOR  DETALLE;NULL;NULL;NULL;NULL;NULL
1;903;O;41070;CAMBIO EN EL REPORTE DE IR MENSUAL;NULL;\\E3SIS038\BK_PASES DE VERSION\ACTUALI_SPYRAL_TIKVARIOS\NOMINA;SPYRAL\NOMINA361\EXE;NULL;NULL
1;904;O;41480;TASAS X SEGMENTO, UNIFICACION DE FUENTES, ESTANDARIZACION DE FORMATOS;NULL;\\SRBP00CP01\MDGRP_GRWONG\MDSEGURIDAD\PASES_VERSION\P8293_GAVELLAN\OBJETOS\SABI;EQUIPO DE USUARIOS, CARPETA C:\SABI;NULL;NULL
1;905;O;41460;MODIFICACION EN LA ESTRUTURA DE VALIDACION;NULL;DV812;PD812;NULL;NULL
1;906;O;41518;CREA VISTAS QUE UTILIZA PLEX;NULL;\\E3SIS037\PASELECHE21ABRIL\GWSISREY.SQL;SRBP00DB02\GWSISREY;NULL;NULL
1;907;O;40439;AGREGAR CAMPO DESCUENTO (VALOR DE MERCADERIA GRATIS);NULL;CARPETA SP \\E3SIS058\P9104\PASES\MCTB-2010-0044.ZIP;EJECUTAR EN BASE JDE_PRODUCTION;NULL;NULL
1;908;O;41520;NUEVO OBJETO;NULL;DV812;PD812;NULL;NULL
1;909;O;41531;OBJETO NUEVO QUE UTILIZA EL REPORTE R5640821;NULL;DV812;PD812;NULL;NULL
1;910;V;2776;MODIFICAR OPCIONES DE PROCESO PARA PROMOCIONES;NULL;DV812;PD812;NULL;NULL
1;911;O;41467;ARCHIVOS DE LA APLICACION QUE SE ACTUALIZARON;NULL;\\E3SIS037\PASELECHE23ABRIL\APLICACION\RELEASE;SRBP00DB02;NULL;NULL
1;912;O;27716;SE CODIFICARON CAMBIOS PARA LOS DESCUENTOS POR PROMOCIONES, VALIDACIONES Y DETALLES DE TOTALES;NULL;DV812;PD812;NULL;NULL
1;913;V;3174;SE MODIFICO LA OPCION DE PROCESO - OPCION VISUALIZACION CAMPO - 6. PROTECCIÓN DE LA LÍNEA DEL DETALLE. EL CAMPO TENIA 400 Y SE MODIFICO A 420;NULL;DV812;PD812;NULL;NULL
1;914;O;40883;CAMBIOS POR VALIDACION DE FECHAS;NULL;\\E3SIS063\PASES\OC-675\PLEX\*.*;DIRECTORIO DLL DE APLICACION MESCAPEW;NULL;NULL
1;915;O;41012;ACTUALIZAR EL EXCEL CON EL FORMATO NUEVO DEL MAGAP;NULL;\\E3SIS037\SEFF26042010;SRBP00DB02;NULL;NULL
1;916;O;40787;AJUSTE EN LA SECCION FOOTER PARA QUE NO PROVOQUE EL DESCUADRE EN LA ULTIMA LINEA DE CADA PAGINA;NULL;DV812;PD812;NULL;NULL
1;917;O;41153;ACTUALIZACION DE MIGRACION A EO;NULL;\\SRBP00CP01\MDGRP_GRWONG\MDSEGURIDAD\PASES_VERSION\I9876_GAVELLAN;EQUIPOS DE FATIMA CALLE, MARIO MARTINEZ, WENDY CENTENO, JUAN VALLE,JACKELINE CAJAS,GLORIA ALCIVAR, ANDREA FALCONES, MONICA CORREA, NANCY VALVERDE;NULL;NULL
1;918;O;40412;CORRECCION DE PROGRAMA DE INGRESO DE CREDITOS;NULL;\\SRBP00CP01\MDGRP_GRWONG\MDSEGURIDAD\PASES_VERSION\OC679_GAVELLAN;CARPETA C:\SABI;NULL;NULL
1;919;O;41467;ARCHIVOS A ACTUALIZAR;NULL;\\E3SIS037\PASELECHE05MAYO;SRBP00DB02\GWSISREY;NULL;NULL
1;920;O;40726;CORREGIR EL ORDEN DE LOS CAMPOS TOTALES DE LAS COLUMNAS UM PESO Y UM PRIMARIA;NULL;DV812;PD812;NULL;NULL
1;921;V;10160;SE ASIGNO LA COLA QINTGR04;NULL;DV812;PD812;NULL;NULL
1;922;V;15303;SE CREO NUEVA VERSION PARA UBICAR LOS CAMPOS DEL REPORTE CORRECTAMENTE COMO SE ESTABAN PRESENTANDO ANTES DE INCLUIR EL CAMPO DE DESCUENTO;NULL;DV812;PD812;NULL;NULL
1;923;V;15304;SE CREO VERSION NUEVA;NULL;DV812;PD812;NULL;NULL
1;924;O;40788;CAMBIO PARA QUE LA VERIFICACION DE LA CONFIGURACION DEL UDC 55/AS APLIQUE NO SOLO A TODOS LOS FORMATOS AUTOMATICOS;NULL;DV812;PD812;NULL;NULL
1;925;O;41153;VALIDACION CONTROL DE SECUENCIAS;NULL;\\SRBP00CP01\MDGRP_GRWONG\MDSEGURIDAD\PASES_VERSION\OC699_GAVELLAN;DIRECTORIO C:SABI DE LOS USUARIOS;NULL;NULL
1;926;O;41537;NUEVO OBJETO DE MODULO DE IMPORTACIONES;NULL;DV810;PD810;NULL;NULL
1;928;O;41012;ACTUALIZACION DE DLL;NULL;\\E3SIS037\19052010\APLICACION;SRBP00CM08;NULL;NULL
1;930;O;27515;IMPLEMENTACION DE CAMPOS NUEVOS PARA TARIFA IVA 12% Y 0%;NULL;DV810;PD810;NULL;NULL
1;931;O;40437;SE AUMENTO EL TAMAÑO DE LAS COLUMNAS DE LA DESCRIPCION DEL RUBRO;NULL;\\E3SIS038\E:\BK_PASES DE VERSION\ACTUALI_RPT_DESTAJEROS_SC719;JAW\RELEASE\REP;NULL;NULL
1;932;O;41586;NUEVO OBJETO DEL MODULO DE IMPORTACIONES;NULL;DV810;PD810;NULL;NULL
1;933;O;41568;MODIFICACION OBJETO MODULO DE IMPORTACION;NULL;DV812;PD812;NULL;NULL
1;934;O;41590;INSTALAR EN LOS EQUIPOS DE PERSONAL TOMA HUELLAS;NULL;\\E3SIS063\PASES\PROY_9233\BIOMANAGERSILVER\BIOMANAGERSILVERSETUP.EXE;INSTALAR EN EQUIPOS PERSONAL HACIENDA;NULL;NULL
1;936;V;15411;MODIFICACION OBJETO MODULO DE IMPORTACION;NULL;DV812;PD812;NULL;NULL
1;937;V;10177;SE AGREGO VALORES DE NUEVAS BODEGAS EN LA SELECCION DE DATOS;NULL;DV810;PD810;NULL;NULL
1;938;V;2511;MODIFIACION DE OPCIONES DE PROCESO PARA PERMITIR RECTIFICAR ITEMS ATRASADOS;NULL;DV810;PD810;NULL;NULL
1;940;O;41592;NUEVO OBJETO - OPCION DE PROCESO NO REGISTRADA EN 1ER.PASE DE VERSION;NULL;DV812;PD812;NULL;NULL
1;941;O;41462;SP TRANSMISION SAFF A JAW POR ZONAS;NULL;\\E3SIS063\PASES\OC-693\SASPMIGRAXZONAJAFF.SQL;SRBP00DB02 BASE GWSISREY;NULL;NULL
1;942;V;15374;MODIFICACION REPORTE VALIDACION Y NUEVOS CAMPOS;NULL;DV812;PD812;NULL;NULL
1;943;O;41070;IMPLEMENTACION FORMULARIO RT107 PARA EXTRABAJADORES;NULL;\\E3SIS038\E$\BK_PASES DE VERSION\ACTUALI_RT107_EXEMP;SPYRAL\NOMINA_RT7;NULL;NULL
1;944;O;40356;IMPRESION DE RETENCIONES ANULADAS;NULL;DV810;PD810;NULL;NULL
1;946;O;41589;SE MODIFICO EL VALOR DEL FILTRO POR EL CAMPO COMPAÑIA DEL CODIGO DE LA COMPAÑIA 00023 A EL CODIGO DE LA COMPAÑIA 00010;NULL;\\E3SVIR003\D$\SDWORK\PROYECTO DTS\VENTAS AGR_4;\\SRBP00BI02\D$\SDWORK\PROYECTO DTS\VENTAS AGR_4;NULL;NULL
1;947;O;27775;CAMBIAR EL CAMPO FECHA DE LA RECEPCIÓN POR EL CAMPO FECHA DE LA ORDEN EN EL FILTRO DE SELECCIÓN DE REGISTROS Y EN EL FORMATO DEL REPORTE (CAMPO FECHA O/C);NULL;DV810;PD810;NULL;NULL
1;948;O;41595;CAMBIO.  SE INCLUYO UN NUEVO OBJETO DE CARTA;NULL;DV810;PD810;NULL;NULL
1;949;O;27790;CORRECCION COSTO MONEDA EXTERIOR;NULL;DV810;PD810;NULL;NULL
1;950;O;41596;PARAMETROS DE INICIALIZACION PARA DESCUENTO DEL 1%;NULL;\\E3SIS038\E$\BK_PASES DE VERSION\ACTUALI_S709 IMPLEMENTACION DE IMPUESTO A LOS TRABAJADORES AGRICOLAS;SRBP00DB02\GWSISREY;NULL;NULL
1;951;O;41599;CUMPLIR LA FICHA TECNICA DEL SRI;NULL;DV812;PD812;NULL;NULL
1;952;O;17549;CAMBIO, RESPALDAR INFORMACION,SE AUMENTARON TRES COLUMNAS, SEGUN ADJUNTO;NULL;DV812;PD812;NULL;NULL
1;953;O;27517;CORRECCION EN AJUSTE DE CAMPOS PARA EL TAMAÑO DEL PAPEL;NULL;DV810;PD810;NULL;NULL
1;955;O;41627;NUEVO OBJETO - REPORTE;NULL;DV812;PD812;NULL;NULL
1;956;O;41262;CUMPLIR FICHA TECNICA DEL SRI;NULL;DV812;PD812;NULL;NULL
1;957;O;41632;CUMPLIR LA FICHA TECNICA DEL SRI;NULL;DV812;PD812;NULL;NULL
1;958;O;41630;NUEVO - REPORTE;NULL;DV812;PD812;NULL;NULL
1;959;O;41600;CUMPLIR FICHA TECNICA SRI;NULL;DV812;PD812;NULL;NULL
1;960;O;40611;SE MODIFICO EL FORMATO DE FACTURA DE VENTA PARA INCLUIR EN EL PIE DE PÁGINA, EN EL CAMPO IMPUESTOS LA SUMATORIA DE LOS VALORES APARECERÁ LOS VALORES DE IMPUESTOS DEL ÍTEM QUE APLICA IGV.;NULL;DV810;PD810;NULL;NULL
1;962;O;40994;NUEVO OBJETO;NULL;DV810;PD810;NULL;NULL
1;963;O;40453;AJUSTE PARA CALCULO DE TARIFA 12 % Y 0% CON AJUSTE AL TAMAÑO DEL FORMATO;NULL;DV812;PD810;NULL;NULL
1;964;O;41645;CAMBIO, SP QUE EXTRAE DOC ANULADOS;NULL;PY812;PD812;NULL;NULL
1;965;O;41593;CAMBIO, ARREGLO EN EL PASE Y VIENEN;NULL;DV812;PD812;NULL;NULL
1;966;O;41518;MODIFICACION DE TABLAS, VISTAS, PROCEDIMIENTOS;NULL;\\E3SIS037\PASELECHE15JUNIO\SCRIPTS;SRBP00DB02;NULL;NULL
1;967;O;41647;NUEVO REPORTE;NULL;DV812;PD812;NULL;NULL
1;968;O;40894;"SE COMENTO LINEA PARA QUE NO PRESENTE EL DATO DE EL PUERTO DE DESTINO Y LA LEYENDA ""TO: EXPORT"".";NULL;DV810;PD810;NULL;NULL
1;969;O;27786;PARAMETRIZACION DE RUTA;NULL;DV812;PD812;NULL;NULL
1;970;O;26409;CAMBIO EN NOMBRE DE VERSION;NULL;DV810;PD810;NULL;NULL
1;971;O;40475;QUITAR CLAVE QUEMADA USUARIO SA;NULL;\\E3SIS063\PASES\OC-581\PROPLAEX.EXE;DIRECTORIO INSTALACION EN AMBIENTE EXPOPLAST;NULL;NULL
1;972;O;41769;ESTABILIZACION P9255;NULL;DV812;PD812;NULL;NULL
1;973;O;22076;SE MODIFICÓ PARA CORREGIR VALIDACIÓN DE TERCERO INACTIVO Y CUANDO CLIENTE NO ESTÁ EN MAESTRO DE CLIENTES;NULL;DV812;PD812;NULL;NULL
1;974;O;27178;CAMBIO EL TIPO Y TAMANAO DE LETRA;NULL;DV812;PD812;NULL;NULL
1;975;O;41653;NUEVO OBJETO QUE SE MIGRARA AL SERVIDOR DE PRODUCCION CON SQL2005;NULL;D:\PROYECTOS DTS\TANQUE COMERCIAL;D:\PROYECTOS DTS\TANQUE COMERCIAL;NULL;NULL
1;976;V;15429;VERSION NUEVA PARA COLGARLA EN SCHEDULER;NULL;DV812;PD812;NULL;NULL
1;977;O;40272;PRESENTAR DESCRIPCION DE OC CON SUBLEDGER P;NULL;DV810;PD810;NULL;NULL
1;978;O;41436;CAMBIO SP PARA AGRANDAR CAMPO NOMBRE;NULL;\\E3SIS063\PASES\I-11798\CA_SP_CONSUVSPROG_ALIM.SQL;SERVIDOR  SFER00AP02  BASE GWSISREY;NULL;NULL
1;980;O;41420;MODIFICAR LA NER N554212 PARA QUE PERMITE ACTUALIZAR LAS LÍNEAS DE LAS ORDENES FACTURADAS ACTUALIZADAS QUE A NIVEL DE RESUMEN EVALUANDO POR LOS ESTADOS QUE ESTÉN PARAMETRIZADOS EN LA OPCIÓN DE PROCESO DE LA APLICACIÓN P554212.;NULL;DV810;PD810;NULL;NULL
1;981;O;41472;SE MODIFICO EL SP TRANS_SP_RECEPTA_TRANSAC_SIF_INV;NULL;SRBP00VS00;SRBP00DB02;NULL;NULL
1;982;O;41669;SE MODIFICO EL SP TRANS_SP_RECEPTA_TRANSAC_SIF_INV;NULL;\\E3SIS037\PASECAPATRANS25062010\SCRIPTS;SRBP00DB02;NULL;NULL
1;983;O;41438;SP PARA REPORTE DE CONTROL DE ASISTENCIAS;NULL;\\E3SIS063\PASES\PROY_9233\ALCANZE_JUNIO2010\SQL\*.*;SERVER SRBP00DB02  BASE GWSISREY;NULL;NULL
1;984;O;41671;NUEVA TABLA;NULL;DV812;PD812;NULL;NULL
1;985;O;40923;IMPLEMENTA LOG EN PAGOS A TERCEROS;NULL;\\E3SIS063\PASES\OC-748\PLEX\*.*;DIRECTORIO JAW EN LA ICA CENTRAL;NULL;NULL
1;986;O;41681;NUEVO REPORTE A EXCEL;NULL;DV812;PD812;NULL;NULL
1;987;O;41685;MEJORAS A LA TRANSACCION DE INGRESO DE REEMBOLSO DE ALIMENTACION;NULL;\\E3SIS038\E$\BK_PASES DE VERSION\ACTUALI_I12073_REEMBOLSODEALIMENTACION;SRBP00DB02\GWSISREY;NULL;NULL
1;989;O;41672;VALIDAR OPERATIVA SANGOLQUI POR P4205;NULL;DV812;PD812;NULL;NULL
1;990;O;41593;CAMBIO, SE INCREMENTO EL NUMERO DE DIGITOS EN UN CAMPO Y SE COLOCO EL NOMBRE DE LA CIA;NULL;DV812;PD812;NULL;NULL
1;991;O;41499;ACTUALIZACION DE LOS SP;NULL;JDE_DEVELOPMENT;JDE_PRODUCTION;NULL;NULL
1;992;O;41722;NUEVO DTSX DE RECUPERACION DE DOCUMENTOS;NULL;\\SRBP00CP01\MDGRP_GRWONG\MDSEGURIDAD\PASES_VERSION\OC757_RECUPERA_DOCS_GAVELLAN\DOCUMENTRECOVERY\DOCUMENTRECOVERY\RECOVERDOCUMENTS.DTSX;SRBP00DB02;NULL;NULL
1;993;V;10185;CAMBIO A COLA QINTGR04;NULL;DV812;PD812;NULL;NULL
1;994;O;27786;ADICIONA CONFIGURACION OP, SE CORRIGE PROB. NO SE PODIA CANCELAR ORD.;NULL;DV812;PD812;NULL;NULL
1;995;O;41644;AJUSTE PARA BUSCAR LOS PTOS DE EMISION CONSIDERANDO COMO PRGRAMA AUTOMATICO (EO);NULL;DV812;PD812;NULL;NULL
1;996;O;41689;SE MODIFICA LA FÓRMULA SDVR01 PARA QUE PRESENTE EL NUEVO CAMPO DEL SP SDVR01S;NULL;\\E3SIS058\TICKET\2010\JUNIO\682\MCTB-2010-0054\REPORTES\PD;PC DEL USUARIO CARPETA DEL REPORTEVTAS VB;NULL;NULL
1;997;O;41646;CAMBIO, SE VISUALIZA EN EL NUM. FACTURA EL OC DEL CLIENTE NO EL SECUENCIAL;NULL;PY812;PD812;NULL;NULL
1;998;O;41698;NUEVO OBJETO PARA EL PROYECTO;NULL;\\E3SVIR003\D$\PROYECTOS DTS\VENTAS AGR_5;\\SRBP00BI02\D$\PROYECTOS DTS\VENTAS AGR_5;NULL;NULL
1;999;O;41723;CORRECCION DE NOVEDAD AL GENERAR SOLICITUD DE VACACIONES;NULL;\\E3SIS038\E$\BK_PASES DE VERSION\ACTUALI_T52113_VACACIONESSPYRAL\RRHH;SPYRAL\GHUMANA\EXE;NULL;NULL
1;1000;O;24106;NULL;NULL;DV812;PD812;NULL;NULL
1;1001;O;41183;CORRIGUE PROBLEMA SP POR EDADES;NULL;\\E3SIS063\PASES\INC-12513\JAW_SP_RPT_TRAB_ZONA_HCDA_EDAD.SQL;SERVIDOR SRBP00DB02  BASE GWSISREY;NULL;NULL
1;1002;V;15328;MODIF. OPCIONES DE PROCESO;NULL;DV812;PD812;NULL;NULL
1;1003;O;41724;MODIFICACION DE APLICACION PARA QUE DETERMINE CORRECTAMENTE LOS INDICES DE INGRESO DE LOS REGISTROS EN LA PLANTILLA;NULL;\\E3SIS038\E$\BK_PASES DE VERSION\ACTUALI_OC766;JAFF60\RELEASE;NULL;NULL
1;1004;V;15325;VERSION NUEVA;NULL;DV812;PD812;NULL;NULL
1;1005;O;41727;MUESTRA CONSUMIDOR CUANDO SE FACTURA AL CLIENTE 1999999;NULL;\\E3SIS038\E$\BK_PASES DE VERSION\ACTUALI OC644 FACTURA FERTISA;RUTA DE REPORTES SIFF;NULL;NULL
1;1006;O;41730;NUEVO OBJETO CON LA FUNCIONALIDAD DE VENTAS PERDIDAS;NULL;\\E3SIS003\D$\\PROYECTOS REPORTING SERVICES\REPORTES_VENTAS_01;\\SRBP00BI02\D$\\PROYECTOS REPORTING SERVICES\REPORTES_VENTAS_01;NULL;NULL
1;1007;O;40475;REEMPLAZAR EJECUTABLE PROPLAEX;NULL;\\E3SIS063\PASES\I-12750\PROPLAEX.EXE;SERVIDOR  ICA PROPLAEX;NULL;NULL
1;1008;O;41743;REPORTE;NULL;DV812;PD812;NULL;NULL
1;1009;V;8321;SE MODIFICO SELECCION DE DATOS, OPCIONES DE PROCESO Y SE LE ASIGNO LA COLA DE IMPRESION QINTGR04;NULL;DV812;PD812;NULL;NULL
1;1010;O;41742;SP PARA REPORTES SERVICE DESK;NULL;\\E3SIS063\PASES\OC-722\SP_*.SQL;BASE MDB  SERVIDOR SRBP00DB02;NULL;NULL
1;1011;O;41746;NUEVO REPORTE;NULL;DV812;PD812;NULL;NULL
1;1012;O;41696;ACTUALIZACION DE AREA FISCAL 10% DE SERVICIO;NULL;E3SIS039;BASE PRODUCCION;NULL;NULL
1;1014;O;26646;ACTUALIZAR F4211 DE ACUERDO AL CAMPO VTA GRAVABLE TOMANDO DEL F4102;NULL;DV812;PD812;NULL;NULL
1;1015;V;15031;ELIMINAR GUIAS DE REMISIÓN EN FACTURA CETRAS;NULL;DV812;PD812;NULL;NULL
1;1016;O;41748;OBJETO NUEVO;NULL;DV812;PD812;NULL;NULL
1;1017;O;41752;ACTUALIZACION POR SER OBJETO CONTENEDOR;NULL;\\E3SIS040\SISVFP\INVENTARIO_RADIOS_FASE2;\\SRBP00VS01\INVENTARIO_RADIOS_FASE2;NULL;NULL
1;1018;O;41012;CONTROLA ERROR EN MIGRACION OC;NULL;\\E3SIS063\PASES\OC-786\PLEX\*.*;DIRECTORIO EJECUTABLE SEFF ICA Y COMPARTIDO;NULL;NULL
1;1019;O;41742;REP. ESTADISTICA ESFUERZO MES;NULL;\\E3SIS063\PASES\OC-755\SP_ESTADISTICA_ESFUERZO.SQL   Y SP_RESUMEN_ESFUERZO_PORMES.SQL;SERVIDOR SRBP00DB02  BASE MDB;NULL;NULL
1;1020;O;27111;SE CORRIGIÓ PARA QUE PERMITA EXPORTAR A EXCELL TODAS LAS COLUMNAS DEL PDF;NULL;DV812;PD812;NULL;NULL
1;1021;O;40926;ADICIONA FILTRO POR ZONAS;NULL;\\E3SIS063\PASES\OC-798\PLEX\*.*;DIRECTORIO ICA DE SAFF;NULL;NULL
1;1022;O;26646;ACTUALIZAR F4211 DE ACUERDO AL CAMPO VTA GRAVABLE TOMANDO DEL F4102;NULL;DV812;PD812;NULL;NULL
1;1023;O;41761;MEJORA EN LA TRANSACCION DE REGISTRO DE ALIMENTACION;NULL;\\E3SIS038\E$\BK_PASES DE VERSION\ACTUALI_REGISTRO DE ALIMENTACION_P9399;\\SAFF60\RELEASE;NULL;NULL
1;1024;O;40356;SELECCION MULTIPLE DE REGISTROS PARA IMPRESION;NULL;DV812;PD812;NULL;NULL
1;1025;O;41765;DETERMINA  COSTO PROMEDIO PARA NUEVOS ITEMS;NULL;\\E3SIS038\E$\BK_PASES DE VERSION\ACTUALI_OC780_ITEMS_FERTISA;PD812;NULL;NULL
1;1026;O;41070;NULL;NULL;\\E3SIS038\E$\BK_PASES DE VERSION\ACTUALI_OC514;SPYRAL\NOMINA361\EXE;NULL;NULL
1;1027;O;41601;ESTABILIZACION P9255;NULL;DV812;PD812;NULL;NULL
1;1029;O;41772;VALIDACION SOBRE LOS MONTOS DE VEHICULO Y KM ASOCIADOS AL CARGO NO PUEDEN ESTAR VACIOS;NULL;\\E3SIS109\PASES\WORKFLOW\ADMINISTRACIÓN\OC778\WORKFLOW_ADMIN_10-08-04.NTF;\\SRBP00WF01\C$\LOTUS\NOTES\DATA\RELEASE;NULL;NULL
1;1030;O;24048;AGREGAR LAS VALIDACIONES CUANDO INGRESA, COPIA O MODIFICAN LOS VALORES DE PUNTOS DE EMISIÓN PARA DOCUMENTOS PREIMPRESOS (CLASE 2);NULL;DV812;PD812;NULL;NULL
1;1031;O;40439;DEVUELVE UNA COLUMNA MAS EN E RESULTSET;NULL;SRBP00EO00;SRBP00EO03;NULL;NULL
1;1032;O;41569;VISUALIZAR LA COLUMNA USERID AL GRID DEL FORMULARIO W76E4320C DE LA APLICACION P76E4320;NULL;DV812;PD812;NULL;NULL
1;1033;O;40582;SE AMPLIO EL CAMPO CORTE A 2 DIGITOS;NULL;\\E3SIS037\PASESEFF06082010\SCRIPTS;SRBP00DB02;NULL;NULL
1;1034;O;27624;MEJORAS SRI;NULL;DV812;PD812;NULL;NULL
1;1035;O;27790;SE MUESTRE PIE DE PAGINA Y SE MUESTRA VALOR CERO EN REPORTE PARA IMPORTACIONES;NULL;DV812;PD812;NULL;NULL
1;1036;O;41012;SE AMPLIO EL CAMPO CORTE A 2 DIGITOS;NULL;\\E3SIS037\PASESEFF06082010\APLICACION;SRBP00AP01;NULL;NULL
1;1037;O;41014;MODIFICACION, NUMERO DE FACTURA;NULL;SRBP00EO00;SRBP00EODB;NULL;NULL
1;1038;O;41116;MODIFICACION, SE MUESTRAN REGISTROS EN TRANSITO;NULL;SRBP00EO00;SRBP00EODB;NULL;NULL
1;1039;O;27624;CAMBIO TAMANO FECHAS;NULL;DV812;PD812;NULL;NULL
1;1040;O;27790;ERROR EN VALOR TOTAL SALE ENCIMA EL VALOR CERO;NULL;DV812;PD812;NULL;NULL
1;1041;O;27799;MOSTRAR HORA Y USUARIO QUE EJECUTE EL REPORTE R5543040;NULL;DV812;PD812;NULL;NULL
1;1042;O;24058;NULL;NULL;DV812;PD812;NULL;NULL
1;1043;O;27124;NULL;NULL;DV812;PD812;NULL;NULL
1;1044;O;40453;INICIALIZA CONTADOR DE LINEA POR DOCUMENTO;NULL;DV812;PD812;NULL;NULL
1;1045;O;41014;MODIFICACION EL AGRUPAMIENTO DE LOS REGISTROS;NULL;SRBP00EO00;SRBP00EODB;NULL;NULL
1;1046;O;41645;REQUERIMIENTO PROYECTO 9255;NULL;SRBO00EO00;SRBP00EODB;NULL;NULL
1;1047;O;41780;NUEVA TABLA PARA ANULADOS;NULL;DV812;PD812;NULL;NULL
1;1048;O;41645;MODIFICACION, NOMBRE DE LA TABLA;NULL;SRBP00EO00;SRBP00EODB;NULL;NULL
1;1049;O;41781;MODIFICACION EN EL ANCHO DE LA COLUMNA;NULL;SRBP00EO00;MAQUINA DE USUARIO;NULL;NULL
1;1050;O;24058;NULL;NULL;DV812;PD812;NULL;NULL
1;1051;O;40475;CAMBIOS EN LAMINADO;NULL;\\E3SIS063\PASES\OC-804\PROPLAEX.EXE;DIRECTORIO EJECUTABLE PROPLAEX;NULL;NULL
1;1052;O;41787;ACTUALIZACION POR SER OBJETO CONTENEDOR;NULL;\\E3SIS040\SISVFP\TRANSPOR;\\SRBP00VS01\TRANSPOR;NULL;NULL
1;1053;O;41789;REPORTE WEB BIOMETRICOS;NULL;\\E3SIS038\E$\BK_PASES DE VERSION\ACTUALI_REPORBIOM_CONSSEGURIDAD\SMARTWEB\FCH_AJUSTE_TIEMPO;\\SMARTWEB\FCH_AJUSTE_TIEMPO;NULL;NULL
