detIndex;capSecuencia;depTipoObjVer;depCodObjVer;depDesCambio;depJusCambio;depOrigen;depDestino;depCodProv;depDevInt
1;715;O;41153;COLOCAR CODIGO DE FACTURA AL MIGRAR DESDE SABI A JDE;NULL;\\SRBP00CP00\MDGRP_GRWONG\MDSEGURIDAD\PASES_VERSION\C53195_GAVELLAN;EQUIPOS DE USUARIOS: CESAR HERRERA/NANCY VALVERDE/WENDY BENALCAZAR;NULL;NULL
1;716;O;41290;SE CONFIGURARÁ EL PROGRAMA PARA QUE APUNTE A LA BASE DATOS EO 8.12;NULL;SRBP00AP03;AMBIENTE EXTERIOR;NULL;NULL
1;717;O;41283;AUMENTO DE TIMEOUT SINCRONIZACION;NULL;\\E3SIS017\TICKET2001;MAQUINAS DE USUARIO SCMI;NULL;NULL
1;718;O;27701;ENCABEZADO DEL REPORTE Y BUSINESS FUNCTION;NULL;DV812;PD812;NULL;NULL
1;720;O;41281;GRABAR FECHA DE TRANSACCION EN EL DETALLE;NULL;\\E3SIS017\TICKET2099;BASE FUERZAVENTAS EN SRBP00DB03;NULL;NULL
1;721;O;27704;NOTA DE CREDITO OFT (EXTERIOR);NULL;DV812;PD812;NULL;NULL
1;722;O;41296;GET AVANZADO;NULL;DV812;PD812;NULL;NULL
1;723;O;27706;SE IMPLEMENTÓ CODIGO EXCLUSIVO DEL EXTERIOR PRODUCTO DE TICKETS ANTERIORES A LA MIGRACION;NULL;DV812;PD812;NULL;NULL
1;724;O;40858;ACTUALIZACION DE LA GENERACION DEL XML DE LA GUIA DE VENTAS, CON LOS CAMPOS NUEVOS SOLICITADOS POR EL SR EN OCT/2009;NULL;DV812;PD812;NULL;NULL
1;725;O;41297;AJUSTES POR MIGRACION 8.12;NULL;DV812;PD812;NULL;NULL
1;726;O;27698;AJUSTE DE FORMATO Y CAMBIO EN BF FIND IN STRING;NULL;DV812;PD812;NULL;NULL
1;727;O;40786;AGREGAR NUEVOS CAMPOS SEGUN FICHA TECNICA DEL SRI ACTUALIZADA A MAYO/2009;NULL;DV812;PD812;NULL;NULL
1;728;V;2700;CAMBIO EN OP VIÑETA 7 OPCION 1 VALOR 999;NULL;DV812;PD812;NULL;NULL
1;729;O;41298;PLANTILLA XSL PARA FACTURAS;NULL;\\E3SIS017\TICKET96\XSLT;DIRECTORIOS C:\XSLT EN SRBP00DB03;NULL;NULL
1;730;O;41308;CAMBIO EN LA CONSULTA DE DATOS DE LA TABLA F5503103;NULL;\\SRBP00AP03\PASEVERSION\PFSC-2009-0067\MODIFICACIONDECUOTAS\MODICUOT.EXE;NULL;NULL;NULL
1;731;V;2745;CAMBIO DE OPCIONES DE PROCESO;NULL;DV812;PD812;NULL;NULL
1;732;O;40613;CAMBIO EN OPCIONES DE PROCESO;NULL;DV812;PD812;NULL;NULL
1;733;O;40619;IMPLEMENTACION NUEVO ESQUEMA DE ALMACENAMIENTO DE DOCUMENTOS;NULL;DV812;PD812;NULL;NULL
1;734;O;27700;REEMPLAZAR LA VARIABLE RPT_AA_MNLAST_AMOUNT  POR LA VARIABLE EVT_POSITION_LNID EN EL LLAMADO A LA BUSINESS FUNCTION POR FINDS A CHAR POSITION IN A STRING;NULL;DV812;PD812;NULL;NULL
1;735;O;23971;PRESENTAR REGISTROS CON ESTADO SIG 999, SDIVD Y SDDGL NO VACIOS;NULL;DV812;PD812;NULL;NULL
1;736;V;15207;NUEVO - VERSION CREADA PARA EL PRODUCTO MANGO;NULL;DV812;PD812;NULL;NULL
1;737;O;40619;MOSTRAR ERROR AL PROCESAR DOCS DUPLICADOS;NULL;DV812;PD812;NULL;NULL
1;738;O;40851;ELIMINAR USO CODIGO DE HOMOLOGACION DE SPYRAL;NULL;\\SRBP00CP00\MDGRP_GRWONG\MDSEGURIDAD\PASES_VERSION\OCXX_GAVELLAN;PC USUARIO/ ICA SIREM;NULL;NULL
1;739;O;27955;MODIFICACION - RE MODIFICO LA VALIDACION PARA GENERACION DE DOCUMENTOS 45 PARTIENDO DE UN EH;NULL;DV812;PD812;NULL;NULL
1;740;O;28040;"SE CORRIGIO LA VARIABLE DE REPORTE ""STRING VALOR DEBITO"" AUMENTANDO 1 CARACTER DE DISPLAY, Y ASI MOSTRAR LOS 2 DECIMALES COMO EN LA CANTIDAD EN LETRAS";NULL;DV812;PD812;NULL;NULL
1;741;O;27701;NULL;NULL;DV812;PD812;NULL;NULL
1;742;O;41311;ACTUALIZAR EL SERVIDOR EO812 EN DTS CUBO COMERCIAL;NULL;\\SRBP00CP00\MDGRP_GRWONG\MDSEGURIDAD\PASES_VERSION\SOL_2474\DTS_CUBOCOMERCIAL.TXT;SERVER SRBP00JD03  DTS : CUBO COMERCIAL;NULL;NULL
1;743;O;27698;SE ELIMINA VARIABLE REPETIDA FREIGHT HANDLING DESC E INVISIBLE LINEA 2 DE LETRAS (SE PRESENTA MONTADA);NULL;DV812;PD812;NULL;NULL
1;744;O;40926;INSTALADOR CON LOS CAMBIOS;NULL;\\E3SIS063\PASES\PROY_9233\SAFF60SETUP.EXE;NULL;NULL;NULL
1;745;O;41312;RECREAR TABLA F0101Z2 CON CODEPAGE DEFAULT;NULL;\\E3SIS017\TICKET 2386;BASE FUERZAVENTAS EN SRBP00DB03;NULL;NULL
1;746;O;41297;MOSTRAR DESCRIPCION CONDICION DE PAGO;NULL;DV812;PD812;NULL;NULL
1;747;V;14875;CAMBIO EN OPCIONES DE PROCESO;NULL;DV812;PD812;NULL;NULL
1;748;V;8288;CAMBIO A COLA QINTGR03 Y SELECCION DE DATOS;NULL;DV812;PD812;NULL;NULL
1;749;O;40424;EJECUCION DE RESPALDO AUTOMATICO;NULL;\\SRBP00CP00\MDGRP_GRWONG\MDSEGURIDAD\PASES_VERSION\OC70_SABI_GAVELLAN;EQUIPOS DE USUARIOS SABI LOCAL: FATIMA CALLE, MARIO MARTINEZ, CESAR HERRERA, WENDY BENALCAZAR, ANDREA FALCONES, NANCY VALVERDE;NULL;NULL
1;750;V;10781;CAMBIO EN SELECCION DE DATOS Y OPCION DE PROCESO;NULL;DV812;PD812;NULL;NULL
1;751;O;41250;AUMENTO DE UNIDAD DE NEGOCIO EN LA SELECCION DE DATOS;NULL;DV812;PD812;NULL;NULL
1;753;O;27706;SE AGREGÓ UNA VALIDACION FALTANTE EN LA MIGRACION DE OBJETOS DEL EXTERIOR, LA CUAL COMPARA LA OPCION DE PROCESO CON LA MONEDA EXTRANJERA PARA SABER QUE VALOR SE MUESTRA EN EL TOTAL DE LA FACTURA.;NULL;DV812;PD812;NULL;NULL
1;754;O;27456;OCULTAR CAMPO CON DIFERENCIA;NULL;DV812;PD812;NULL;NULL
1;755;V;15126;SE AÑADE FILTRO DE FECHA A SELECCION DE DATOS;NULL;DV812;PD812;NULL;NULL
1;756;O;41314;NUEVO REPORTE;NULL;DV812;PD812;NULL;NULL
1;757;O;41316;NUEVO;NULL;DV812;PD812;NULL;NULL
1;758;O;27675;CAMBIO DE COLA A QFACTURA;NULL;DV812;PD812;NULL;NULL
1;759;O;27704;CORRECCION FORMATO PARA QUE CONSIDERE SIGNO NEGATIVO;NULL;DV812;PD812;NULL;NULL
1;760;O;40611;CORRECCION A 4 ITEM EN DETALLE;NULL;DV812;PD812;NULL;NULL
1;761;O;26480;AGREGAR EN SELECCION DE DATOS NUMERO DE LINEA MAYORES A CERO;NULL;DV812;PD812;NULL;NULL
1;762;V;15210;SE AJUSTO EL LAYOUT DEL REPORTE PARA QUE LAS COLUMNAS APAREZCAN TANTO EN PDF COMO EN CSV. NO SE MODIFICO CODIGO DEL OBJETO;NULL;DV812;PD812;NULL;NULL
1;763;O;27775;SE AUMENTARON DOS CAMPOS AL REPORTE R5543018 UOM3 Y AEXP;NULL;DV812;PD812;NULL;NULL
1;764;O;41068;INTEGRACION DE CAPA DE SEGURIDADES CON ALMACEN TEMPORAL;NULL;\\E3SIS038\BK_PASES DE VERSION\P9218_EKSAT_CAPASEGURIDAD\EKSAT;USUARIOS EKSAT;NULL;NULL
1;765;O;41313;CORRECCION EN EL SCRIPT;NULL;\\SRBP00CP00\MDGRP_GRWONG\MDSEGURIDAD\PASES_VERSION\OC70_SABI_GAVELLAN;SERVIDORES BD SABI;NULL;NULL
1;766;O;40903;VALIDACION DE SELECCION POR CIA/PROVEEDOR;NULL;DV812;PD812;NULL;NULL
1;767;V;15139;CAMBIO SELECCION DE DATOS;NULL;DV812;PD812;NULL;NULL
1;768;O;27701;CAMBIO DE ETIQUETA REPORTE;NULL;DV812;PD812;NULL;NULL
1;769;O;40449;FILTRE SOLO AQUELLOS QUE LA FECHA DE CADUCIDAD NO HA VENCIDO;NULL;C:\PASES\SOL-2980\AAE4F.DLL;TODAS LAS INSTALACIONES DE SIFF EN LA RUTA DEL APLICATIVO;NULL;NULL
1;770;O;41017;SE MODIFICÓ SCRIPT PARA AUMENTAR TAMAÑO DEL TIPO DE DATO  DE SEMANA;NULL;\\E3SIS017\INCIDENTE3961;SSIS DEL SRBP00DB03;NULL;NULL
1;771;V;15212;NUEVA VERSION;NULL;DV812;PD812;NULL;NULL
1;774;O;41012;PERMITE QUE EJECUTE EL NUEVO REPORTE;NULL;\\SRBP00CP00\MDGRP_GRWONG\MDSEGURIDAD\PASES_VERSION\ORD_277\PLEX\*.*;DIRECTORIO DE LA APLICACION SEFF EN CADA USUARIO;NULL;NULL
1;775;O;41319;REPORTE NUEVO BASADO EN EL ESTANDARD DEL R41760 PERO CON NUEVO DISEÑO Y OPCIONES DE TOLERANCIA;NULL;DV812;PD812;NULL;NULL
1;776;O;26433;MODIFICADO - ACTUALIZACION DE SALDOS INICIALES;NULL;DV812;PD812;NULL;NULL
1;777;O;41326;SE COLOCO FUNCIONALIDAD PARA QUE ALMACENE INFORMACION EN LA TABLA F554112X QUE SERVIRA PARA ACTUALIZAR EL ASOF;NULL;DV812;PD812;NULL;NULL
1;778;O;41018;SE MODIFICO SCRIPT PARA AUMENTAR TAMAÑO DEL TIPO DE DATO DE SEMANA;NULL;\\E3SIS017\INCIDENTE3961;SSIS DEL SRBP00DB03;NULL;NULL
1;779;O;40424;RENOMBAR IDENTIFICADOR DE RESPALDO;NULL;\\SRBP00CP00\MDGRP_GRWONG\MDSEGURIDAD\PASES_VERSION\OC_284;PCS DE: FCALLE, MMARTINEZ, WCENTENO, WBENALCAZAR, NVALVERDE, AFALCONES;NULL;NULL
1;780;V;8284;DATA SELECTION EXCLUYE TIPOS 03,UB,OV,I1,I5,IB;NULL;DV812;PD812;NULL;NULL
1;781;O;27516;NUEVO REPORTE;NULL;DV812;PD812;NULL;NULL
1;782;O;41317;MODIFICACIONE EN LA BSFN BORRADO DE VARIABLE DEFINIDA SIN INICIALIZAR;NULL;DV812;PD812;NULL;NULL
1;783;O;41344;CAMBIO DE ESTRUCTURAS;NULL;\\E3SIS017\PASEDEVERSION\BASE;BASE FUERZAVENTAS DEL SRBP00DB03;NULL;NULL
1;784;O;40449;ACTUALIZACION DE APLICACION A ALL FUSION PLEX 6.0;NULL;\\E3SIS063\PASES\PROY_P8258_SIFF;SIFF60;NULL;NULL
1;785;O;40453;SE MODIFICO EN EL PIE DE PAGINA QUE CONTROLE EL NUMERO DE PAGINA DESDE HASTA DEPENDIENDO SI SE ENVIA A IMPRIMIR LOS DOCUMENTOS POR LOTE;NULL;DV812;PD812;NULL;NULL
1;786;O;27516;SE ACTUALIZA REFERENCIA EN FETCH DE LA DESCRIPCION DEL PRODUCTO;NULL;DV812;PD812;NULL;NULL
1;787;O;41355;MANTENIMEINTO DE TARIFAS POR COMEDOR HACIENDA;NULL;\\SRBP00CP00\MDGRP_GRWONG\MDSEGURIDAD\PASES_VERSION\ACTUALI_JAW_TARIFAS_X_HACIENDA\RELEASE;SAFF60\RELEASE;NULL;NULL
1;788;O;40726;SE CORRIGIO FALLA EN EL CASO LIMITE;NULL;DV812;PD812;NULL;NULL
1;789;V;15218;CREACION DE VERSION Y ASIGNACION DE COLA;NULL;DV812;PD812;NULL;NULL
1;790;O;40439;SE CAMBIA FILTRO DE CIA DE SDCO A SDKCO;NULL;SRBO00EO00;SRBP00DB00;NULL;NULL
1;791;O;40493;MOSTRAR FACTURA EN NOTA-CRED;NULL;\\E3SIS063\PASES\OC-186\*.RPT;RUTA DE REPORTES DE LA APLICACION SIFF;NULL;NULL
1;792;O;41358;SCRIPT QUE CREA TABLAS DE TRABAJO Y RESPALDO;NULL;DV812;PD812;NULL;NULL
1;793;O;41361;STORE PROCEDURE QUE VALIDA SALDOS INICIALES DE SALDOS HISTORICO DE INVENTARIOS;NULL;DV812;PD812;NULL;NULL
1;794;O;27632;MODIFICACION - DIVISION DE ARTICULOS EN EL ANEXO DE LIQUIDACION;NULL;DV812;PD812;NULL;NULL
1;795;O;41364;SP QUE VALIDA HISTORICO VS SALDOS CONTABLES;NULL;DV812;PD812;NULL;NULL
1;796;O;40388;MODIFICACION - CAMBIO EN EL PIE DE REPORTE, SE AGREGO UNA LEYENDA POR ORDEN DEL GOBIERNO;NULL;DV812;PD812;NULL;NULL
1;797;O;41326;ENVIO CSV;NULL;DV812;PD812;NULL;NULL
1;798;O;41365;RERTE CORRIGE PROBLEMA UBICACIONES;NULL;DV812;PD812;NULL;NULL
1;799;O;41165;SE COMENTÓ LA LÍNEA QUE TENÍA LA ANTERIOR FUNCIONALIDAD Y SE COPIARA LA MISMA Y SE REEMPLAZARA QUE LA BÚSQUEDA DE REGISTROS EN LA TABLA DE IMPUESTOS LO REALICE A NIVEL DE NÚMERO DE LÍNEA Y LA REALICE POR CÓDIGO DE AREA FISCAL.;NULL;\\E3SIS040\IMPLEMENTAR\COMPLECOA\;\\[EQUIPO USUARIO]\COMPLECOA\;NULL;NULL
1;800;V;15230;MOD.NOMBRE VERSION;NULL;DV812;PD812;NULL;NULL
1;801;O;41356;NUEVO REPORTE DE CIERRE;NULL;DV812;PD812;NULL;NULL
1;802;V;8284;CAMBIO EN LA SELECCION DE DATOS. SE QUITÓ LA CONDICION QUE EXLCUIA LOS TIPOS DE DOCUMENTO UB,03,I5;NULL;DV812;PD812;NULL;NULL
1;803;O;40742;CORREGIR QUERY;NULL;SRBP00EO00/PS_CRP;SRBP00EODB/JDE_PRODUCTION;NULL;NULL
1;804;O;41368;ALTER TABLE TABLA NF_REPLIQMATFINAL AUMENTO LONGITUD CAMPOS PRODUCTO Y MATERIAL;NULL;\\E3SIS017\INCIDENTE 5203;BASE JDE_PRODUCTION SERVIDOR SRBP00EODB;NULL;NULL
1;805;V;15233;NUEVO - NUEVA VESION MODIFICADA PARA EXCEL;NULL;DV812;PD812;NULL;NULL
1;806;O;41372;TABLA NUEVA;NULL;DV812;PD812;NULL;NULL
1;807;O;40431;SE AGREGO NUEVOS CAMPOS EN LA GENERACION DEL ARCHIVO .TXT, INSCRIPCION MAGAP Y NUMERO SEMANA. SE AGREGO FORMA PARA PREGUNTAR NUMERO DE SEMANA A PROCESAR.     SE CREO TABLA F55EC50G EN EO;NULL;\\SRBP00CP00\MDGRP_GRWONG\MDSEGURIDAD\PASES_VERSION\MEDIOS MAGNÉTICOS\OC_312_FSALAZAR;\\EQUIPOUSUARIO\C:\MEDIOS MAGNETICOS;NULL;NULL
1;808;O;41027;SE QUITO VALIDACION PARA AUMENTAR AÑO 2010;NULL;\\E3SIS017\INCIDENTE356;SSIS DEL SERVIDOR SRBP00DB03;NULL;NULL
1;809;O;41321;CAMBIO - VALIDACION DE SECCION PARA DELETE DE LA TABLA;NULL;DV812;PD812;NULL;NULL
1;810;O;41374;CAMBIO AL REPORTE DE INGRESOS X HACIENDA POR PROBLEMA PRESENTADO;NULL;\\SRBP00CP00\MDGRP_GRWONG\MDSEGURIDAD\PASES_VERSION\ACTUALI INCIDENTE 5308;SRBP00DB02\GWSISREY;NULL;NULL
1;812;O;26984;CAMBIO EN CODIGO PARA LIMITAR LA COLUMNA DEL NOMBRE DEL CLIENTE;NULL;DV812;PD812;NULL;NULL
1;813;O;27775;OC VS INGRESO DE BODEGA;NULL;DV812;PD812;NULL;NULL
1;814;O;41377;NUEVO - ESTE REPORTE VERIFICAY REGENREA SALDOS INICIALES;NULL;DV812;PD812;NULL;NULL
1;815;V;15234;CORRECCION PARA QUE LA VERSION SALGA SOLO DE FORMA RESUMIDA Y NO DETALLADA COMO ESTA ACTUALMENTE.;NULL;DV812;PD812;NULL;NULL
1;816;O;40431;SE AGREGO NUEVOS CAMPOS EN LA GENERACION DEL ARCHIVO .TXT, Y SE ELIMINO CODIGO INSCRIPCION MAGAP SE AGREGO FORMA PARA PREGUNTAR RANGO NUMERO SEMANA EMBARQUE Y RANGO SEMANA PAGO.;NULL;\\SRBP00CP00\MDGRP_GRWONG\MDSEGURIDAD\PASES_VERSION\MEDIOS MAGNÉTICOS\OC_369_FSALAZAR;\\EQUIPOUSUARIO\C:\MEDIOS MAGNETICOS;NULL;NULL
1;817;O;40472;CAMBIA PARA CORREGIR QUE EN CASO QUE EL CODIGO NO TENGA ASIGNADO HORARIO NO MIGRE NINGUNA MARCACION;NULL;\\E3SIS063\PASES\I-5637\CA_IMPORTA_MARCACIONESBIO_JOB.SQL;SERVIDOR  SRBP00DB02  BASE GWSISREY;NULL;NULL
1;818;O;41369;FORMATO A VARIABLE AÑO SEMANA;NULL;SRBP00EO00/PS_CRPW;SRBP00DB03/NEFF;NULL;NULL
1;819;O;41031;AJUSTE DE SEMANA A DOS DIGITOS;NULL;\\E3SIS017\INCIDENTE375;SSIS DEL SERVIDOR SRBP00DB03;NULL;NULL
1;821;O;318;ACTIALIZACION - FUE MODIFICADO A NIVEL C YA QUE NO SE LLENABA EL CAMPO AN8 PARA LA BSFN DE TERCER NIVEL;NULL;DV812;PD812;NULL;NULL
1;822;O;41380;CREADO REPORTE PLAN DE EMBARQUE CON DESCUENTOS;NULL;\\E3SIS017\INCIDENTE389;BASE SEFF SERVIDOR SRBP00AP01;NULL;NULL
1;823;O;41382;INSERCION DE DATOS TABLA CALENDARIO 2010 Y 2011;NULL;\\INCIDENTE356;BASE DWH SERVIDOR PANAMA;NULL;NULL
1;824;O;41377;NUEVO - VERIFICA Y REGENRA SALDOS INICIALES;NULL;DV812;PD812;NULL;NULL
1;825;O;40623;EJECUTAR BATCH SINCRONICO;NULL;DV812;PD812;NULL;NULL
1;826;O;41031;AUMENTO VARIABLE CONCATENA2 A 5500;NULL;\\E3SIS017\INCIDENTE375;SSIS DEL SERVIDOR SRBP00DB03;NULL;NULL
1;827;O;41356;TOMAR TRANSACCIONES SIN FECHA DGL Y CIERRE;NULL;DV812;PD812;NULL;NULL
1;828;O;40431;SE AGREGO NUEVOS CAMPOS EN LA GENERACION DEL ARCHIVO .TXT, Y SE ELIMINO CODIGO INSCRIPCION MAGAP SE AGREGO FORMA PARA PREGUNTAR RANGO NUMERO SEMANA EMBARQUE Y RANGO SEMANA PAGO.;NULL;\\SRBP00CP00\MDGRP_GRWONG\MDSEGURIDAD\PASES_VERSION\MEDIOS MAGNÉTICOS\OC_369_FSALAZAR;\\EQUIPOUSUARIO\C:\MEDIOS MAGNETICOS;NULL;NULL
1;829;O;41387;DISTRIBUCION CIAS ACTIVAS/INACTIVAS;NULL;\\SRBP00AP03\PASEVERSION\PENDIENTESINVENTARIOHISTORICO.SQL;SERVIDOR SRBP00EODB;NULL;NULL
1;830;V;15233;MODIFICACION DE LA SELECCION DE DATOS;NULL;DV812;PD812;NULL;NULL
1;831;V;8255;CAMBIO DE COLA;NULL;DV812;PD812;NULL;NULL
1;832;O;41388;LLAMADA A EMB_REPEMBCAJPLAN Y GENERACION DE HOJA EXCEL DE SALIDA;NULL;\\E3SIS017\INCIDENTE389;BASE SQL SERVIDOR SRBP00AP01;NULL;NULL
1;833;O;40921;CORRECCION EN FILTRO DE FECHAS;NULL;DV812;PD812;NULL;NULL
1;834;O;41153;CORRECCION EN GENERACION DE SECUENCIAS;NULL;\\SRBP00CP00\MDGRP_GRWONG\MDSEGURIDAD\PASES_VERSION\OC361_GAVELLAN\CRPY0913.EXE;EQUIPO DE FATIMA CALLE;NULL;NULL
1;835;O;41390;AÑADIO COLUMNAS CLIENTES, DIRECCION;NULL;DV812;PD812;NULL;NULL
1;836;V;15233;CORRECCION DE COLOMNAS DE DISEÑO;NULL;DV812;PD812;NULL;NULL
1;837;O;26432;MODIFICACION CON SAR GWECMIIN0010 - SE MODIFICO PARA QUE TAMBIEN FILTRE POR VALOR DE VARIACION;NULL;DV812;PD812;NULL;NULL
1;838;V;15244;AUMENTO DE SELECCION DE DATOS;NULL;DV812;PD812;NULL;NULL
1;839;O;41393;OBJETO DEL REPORTE PARA COMPARACION  DE CUENTAS EN RESUMEN;NULL;DV812;PD812;NULL;NULL
1;840;O;40838;ASIGNAR A LA VARIABLE RPT_GX_DOCSRI EL VALOR DEL NUMERO DE LA FACTURA;NULL;DV812;PD812;NULL;NULL
1;841;V;15237;SE MODIFICO SELECCION DE DATOS;NULL;DV812;PD812;NULL;NULL
1;842;O;17788;CAMBIO - CREACION DE NUEVO CAMPO;NULL;DV812;PD812;NULL;NULL
1;843;O;28040;CORRECCION EN LAS VARIABLES QUE CONTROLAN LA LINEA DE LA CARTA QUE CONTIENE EL NOMBRE DEL LA CIA, CUENTA, Y CANTIDAD, AUMENTANDO LA CANTIDAD DE CARACTERES A MOSTRAR;NULL;DV812;PD812;NULL;NULL
1;844;O;41409;SOLUCION AL PROBLEMA;NULL;SRBP00EO00/JDE_DEVELOPMENT;SRPB00EODB/JDE_PRODUCTION;NULL;NULL
1;845;O;26431;CAMBIO PARA CALCULAR LAS FECHAS DE INICIO Y FIN SEGUN LOS DIAS DE RETROCESO INDICADOS EN LA OPCION DE PROCESO;NULL;DV812;PD812;NULL;NULL
1;846;V;8583;SE ACTUALIZO EL VALOR DE LA VIÑETA NVA CONBILIZACION OPCION DE PROCESO 4 OMISION DE IMPORTES DE ORDENES DE CLIENTES PENDIENTES EL VALOR EN BLANCO QUE INDICA QUE SI ACTUALIZA EL IMPORTE;NULL;DV812;PD812;NULL;NULL
1;847;O;41405;COMPILACION DE OBJETO;NULL;\\E3SIS037\PASES\PAIS\ACTUALIZAR;SERVIDOR DE SEFF APLICATIVO;NULL;NULL
1;848;V;2745;CAMBIO EN EL VALOR DE LA OPCION DE PROCESO 3.-ORDENES RETENIDAS EN LA OPCION 1.- VERIFICACION DE CODIGOS DE CLIENTES POR EL VALOR EN BLANCO;NULL;DV812;PD812;NULL;NULL
1;849;O;41408;CORRECION DE NOVEDAD PRESENTADA EN LA GENERACION DEL ARCHIVO MANDET DE ALMAVEN TEMPORAL;NULL;\\SRBP00CP00\D$\MDGRP_GRWONG\MDSEGURIDAD\PASES_VERSION\ACTUALI_EKSAT_MANDET1_C493;SRBP00DB03\EKSAT;NULL;NULL
1;851;V;15250;VERSION NUEVA;NULL;DV812;PD812;NULL;NULL
1;852;O;41410;SCRIPT DE ACTUALIZACION DE LINEAS Y CODIGOS TRIBUTARIOS DE LOS ITEMS NO INVENTARIABLES.;NULL;DV812;PD812;NULL;NULL
1;853;O;41411;SE MODIFICO EL PROCESO DE LA FACTURA PARA QUE MUESTRE EL NUMERO DE TELEFONO DEL CLIENTE;NULL;\\SRBP00CP00\D$\MDGRP_GRWONG\MDSEGURIDAD\PASES_VERSION\ACTUALI_SIFF_FACT_TELF_SC355;INVFAC;NULL;NULL
1;854;V;15237;SE MODIFICO EN OPCIONES DE PROCESO;NULL;DV812;PD812;NULL;NULL
1;855;O;41412;NUEVO FORMATO DEL PLAN DE EMBARQUES DEL MAGAP;NULL;\\E3SIS017\PASEOC389;DIRECTORIO DE REPORTES DE SEFF;NULL;NULL
1;856;O;41393;VALIDACION ADICIONAL PARA QUE NO SE REPITA EL ULTIMO VALOR MOSTRADO CUANDO NO ENCUENTRA EL ID DE LA CUENTA CONTABLE DE LA ICA;NULL;DV812;PD812;NULL;NULL
1;857;O;41417;SCRIPT DE CARGA TEMPORAL DE EMPLEADOS;NULL;\\SRBP00CP00\MDGRP_GRWONG\MDSEGURIDAD\PASES_VERSION\OC418_MIGRACIONINDICADORES;SRBP00AP01 - PRICE;NULL;NULL
1;858;O;41419;ESTRUCTURA NUEVA QUE UTILIZA LA NER N554212.;NULL;DV812;PD812;NULL;NULL
1;859;O;27775;AÑADIR COLUMNA CANTIDAD SOLICITADA;NULL;DV812;PD812;NULL;NULL
1;860;O;41426;INVOCACION DE REPORTE EN NUEVO FORMATO;NULL;\\E3SIS017\PASEOC389;SERVIDOR DE APLICACION DE SEFF;NULL;NULL
1;861;O;40726;CAMBIO EN EL ENCABEZADO (CIA);NULL;DV812;PD812;NULL;NULL
1;862;V;10182;CAMBIO EN LA SELECCION DE DATOS;NULL;DV812;PD812;NULL;NULL
1;863;O;27577;SE CAMBIO DISEÑO PARA INCLUIR COLUMNA CANTIDAD;NULL;DV812;PD812;NULL;NULL
1;864;O;41427;PROCESOS DE GENERACION DE INFORMACION IMPUESTO A LA RENTA ANUAL;NULL;\\SRBP00CP00\MDGRP_GRWONG\MDSEGURIDAD\PASES_VERSION\ACTUALI IR ANUAL 2010 SPY JAFF;SRBP00AP01\SPYRAL_PRDCCN_01;NULL;NULL
1;865;O;41431;MODIFICACION DEL PROCESO PA IR EXPOPLAST PARA QUE CONSIDERE SOLO LOS EX EMPLEADOS QUE NO SE TRANSFIRIERON A RBP;NULL;\\SRBP00CP00\MDGRP_GRWONG\MDSEGURIDAD\PASES_VERSION\ACTUALI IR ANUAL 2010 SPY JAFF;SRBP00AP01\SPYRAL_PRDCCN_01;NULL;NULL
1;866;O;41432;ACTUALIZACION DE LOS CAMPOS SOLICITADOS POR AUDITORIA EXTERNA;NULL;\\E3SIS109\PASES\EO\OC0459;JDE_PRODUCCION;NULL;NULL
1;867;O;41412;AUMENTO TOTALES DE DESCUENTOS;NULL;\\E3SIS017\PASEOC389;DIRECTORIO DE REPORTES DE SEFF;NULL;NULL
1;869;O;41434;AUMENTAR ANCHO DE COLUMNAS DE TOTALES;NULL;\\E3SIS017\PASEOC480;DIRECTORIO DE REPORTES DE JAFF;NULL;NULL
1;870;O;40885;SCRIPTS CREACION DE OBJETOS NUEVOS SEGUN DOCUMENTO IMPLEMENTACION;NULL;\\E3SIS063\PASES\PROY_9221\SQL\TABLASNUEVAS.SQL;BASE GWSISREY  SERVER SFER00AP02;NULL;NULL
1;871;O;27716;SE INCLUYO UNA NUEVA SECCION PARA MOSTRAR LOS MENSAJES DE ERRORES ENCONTRADOS EN LA SECCION PRINCIPAL DEL REPORTE QUE NO PERMITIRA IMPRIMIR LAS ORDENES QUE TENGAN ERRORES EN EL CAMPO VR01 QUE CONTIENE EL NUMERO DE DOCUMENTO FISICO;NULL;DV812;PD812;NULL;NULL
1;872;O;41437;CONSULTA DE VALORES A PAGAR;NULL;DV812;PD812;NULL;NULL
1;873;O;41215;IMPORTA MARCACIONES HACIENDA;NULL;\\E3SIS063\PASES\I-8155\JAAGM049.SQL;SERVIDOR SRBP00DB02 BASE GWSISREY;NULL;NULL
1;874;O;27709;SE INCLUYERON LAS VALIDACIONES PARA MOSTRAR LOS MENSAJES DE ERRORES ENCONTRADOS EN LA SECCION PRINCIPAL DEL REPORTE QUE NO PERMITIRA IMPRIMIR LAS ORDENES QUE TENGAN ERRORES EN EL CAMPO VR01 QUE CONTIENE EL NUMERO DE DOCUMENTO FISICO;NULL;DV812;PD812;NULL;NULL
1;875;O;41439;NUEVO PROCEDIMIENTO DEL REPORTE;NULL;\\E3SIS017\INCIDENTEOC576;BASE SQLSERVER DE SEFF;NULL;NULL
1;876;O;41449;NUEVA COLUMNA DISEÑO;NULL;DV812;PD812;NULL;NULL
1;877;O;40726;SE AGREGO LINEAS PARA FIRMAS;NULL;DV812;PD812;NULL;NULL
