objSecuencia;modSecuencia;objCodigo;objDescripcion;objUsuario;objFecha;objEstado;objFuncion;objRefMenu;objTypeObj
625;13;B0500543;Validate Geo Code;10;2008-07-11 16:10:00;1;NULL;NULL;25
626;13;B0500546;Cache Job Numbers By BSFN Name;10;2008-07-11 16:10:00;1;NULL;NULL;25
627;13;B0500561;Cache ESS Common Data;10;2008-07-11 16:10:00;1;NULL;NULL;25
628;13;B0500570;Cache Personal Information Options;10;2008-07-11 16:10:00;1;NULL;NULL;25
629;13;B0500575;Employee MBF;10;2008-07-11 16:10:00;1;NULL;NULL;25
630;13;B0500620;F060120 Record Cache;10;2008-07-11 16:10:00;1;NULL;NULL;25
631;13;B0500630;F060120 Process Record Changes;10;2008-07-11 16:10:00;1;NULL;NULL;25
632;13;B0500650;DBA Processed Cache;10;2008-07-11 16:10:00;1;NULL;NULL;25
633;13;B0500655;Text Sub Error Two Math Numeric Specific Field Red;10;2008-07-11 16:10:00;1;NULL;NULL;25
634;13;B0500690;Parse Test String;10;2008-07-11 16:10:00;1;NULL;NULL;25
635;13;B0500715;HRM Workflow System Functions;10;2008-07-11 16:10:00;1;NULL;NULL;25
636;13;B0500720;Get System Date Format Mask;10;2008-07-11 16:10:00;1;NULL;NULL;25
637;13;B0500725;Mail Merge Web Runtime Functions;10;2008-07-11 16:10:00;1;NULL;NULL;25
638;13;B0500737;Future Data Print Record Work Cache;10;2008-07-11 16:10:00;1;NULL;NULL;25
639;13;B0500740;P05410 Misc Cache;10;2008-07-11 16:10:00;1;NULL;NULL;25
640;13;B0500755;Mail Merge Web Setup Functions;10;2008-07-11 16:10:00;1;NULL;NULL;25
641;13;B0500770;File Open Save;10;2008-07-11 16:10:00;1;NULL;NULL;25
642;13;B0500790;Is Item In Word Index Table;10;2008-07-11 16:10:00;1;NULL;NULL;25
643;13;B0500860;Labor and Burden Distribution Cache;10;2008-07-11 16:10:00;1;NULL;NULL;25
644;13;B0500885;Batch Upload Processed Records;10;2008-07-11 16:10:00;1;NULL;NULL;25
645;13;B0500890;Format UTime Variable;10;2008-07-11 16:10:00;1;NULL;NULL;25
646;15;B0700001;Create Stub Detail Records;10;2008-07-11 16:10:00;1;NULL;NULL;25
647;15;B0700002;Create Payment Distribution Records;10;2008-07-11 16:10:00;1;NULL;NULL;25
648;15;B0700003;Create PrePayroll Caches;10;2008-07-11 16:10:00;1;NULL;NULL;25
649;15;B0700004;Set Tax Calculation Inputs;10;2008-07-11 16:10:00;1;NULL;NULL;25
650;15;B0700005;Pre-Payroll DBA Calculation;10;2008-07-11 16:10:00;1;NULL;NULL;25
651;15;B0700006;Create Payroll Register Cache;10;2008-07-11 16:10:00;1;NULL;NULL;25
652;15;B0700008;Perform Tax Calculations;10;2008-07-11 16:10:00;1;NULL;NULL;25
653;15;B0700009;Create Tax Detail Records;10;2008-07-11 16:10:00;1;NULL;NULL;25
654;15;B0700010;Vertex Tax Calculations;10;2008-07-11 16:10:00;1;NULL;NULL;25
655;15;B0700011;Create Corporate ID Cache;10;2008-07-11 16:10:00;1;NULL;NULL;25
656;15;B0700012;Launch Generic Payroll Payment Programs;10;2008-07-11 16:10:00;1;NULL;NULL;25
657;15;B0700013;Create PDBA Cache History;10;2008-07-11 16:10:00;1;NULL;NULL;25
658;15;B0700014;Create Tax Workfile History;10;2008-07-11 16:10:00;1;NULL;NULL;25
659;15;B0700015;Create Summary Payroll Register Cache;10;2008-07-11 16:10:00;1;NULL;NULL;25
660;15;B0700016;DBA Lockout Function;10;2008-07-11 16:10:00;1;NULL;NULL;25
661;15;B0700017;Payment Shell Record Server;10;2008-07-11 16:10:00;1;NULL;NULL;25
662;15;B0700018;Pay Cycle Group Function;10;2008-07-11 16:10:00;1;NULL;NULL;25
663;15;B0700019;Lock Timecards Function;10;2008-07-11 16:10:00;1;NULL;NULL;25
664;15;B0700020;Create EE PDBA Cache;10;2008-07-11 16:10:00;1;NULL;NULL;25
665;15;B0700021;Employee Lockout Function;10;2008-07-11 16:10:00;1;NULL;NULL;25
666;15;B0700022;Reset Payroll - Full or by Employee;10;2008-07-11 16:10:00;1;NULL;NULL;25
667;15;B0700026;Create Caches For Payroll Journals;10;2008-07-11 16:10:00;1;NULL;NULL;25
668;15;B0700027;Auto Pay Generation Function;10;2008-07-11 16:10:00;1;NULL;NULL;25
669;15;B0700030;Clear Pre-Payroll Caches;10;2008-07-11 16:10:00;1;NULL;NULL;25
670;15;B0700031;Launch Payroll Reports Driver;10;2008-07-11 16:10:00;1;NULL;NULL;25
671;15;B0700038;Launch Pre-Payroll Driver;10;2008-07-11 16:10:00;1;NULL;NULL;25
672;15;B0700044;Retrieve/Write Payroll Version;10;2008-07-11 16:10:00;1;NULL;NULL;25
673;15;B0700048;Get and Move Decimal Position;10;2008-07-11 16:10:00;1;NULL;NULL;25
674;15;B0700052;Negative Payment Logic DBA Cache Module;10;2008-07-11 16:10:00;1;NULL;NULL;25
675;15;B0700058;Establish Connection to Vertex;10;2008-07-11 16:10:00;1;NULL;NULL;25
676;15;B0700059;Disconnect from Vertex;10;2008-07-11 16:10:00;1;NULL;NULL;25
677;15;B0700062;D/B/A Transaction Audit Summary Report Cache;10;2008-07-11 16:10:00;1;NULL;NULL;25
678;15;B0700067;Certified Payroll Register Caching;10;2008-07-11 16:10:00;1;NULL;NULL;25
679;15;B0700068;CPR Cache and Other Functions;10;2008-07-11 16:10:00;1;NULL;NULL;25
680;15;B0700069;Health & Welfare by Employee Caching;10;2008-07-11 16:10:00;1;NULL;NULL;25
681;15;B0700104;Create Tax History Cache;10;2008-07-11 16:10:00;1;NULL;NULL;25
682;15;B0700160;Paycheck Recon Amounts Not Equal Report;10;2008-07-11 16:10:00;1;NULL;NULL;25
683;15;B0700161;Create GL Bank Account Cache;10;2008-07-11 16:10:00;1;NULL;NULL;25
684;15;B0700180;F069076 Union Liability Report Pay Type Cache;10;2008-07-11 16:10:00;1;NULL;NULL;25
685;15;B0700210;H & W Report by Provider and Employee Cache;10;2008-07-11 16:10:00;1;NULL;NULL;25
686;15;B0700240;Launch New Hire And State Unemployment Reports;10;2008-07-11 16:10:00;1;NULL;NULL;25
687;15;B0700241;Launch New Hire and State Unemployment Detail Files;10;2008-07-11 16:10:00;1;NULL;NULL;25
688;15;B0700320;Process Child Support Cache;10;2008-07-11 16:10:00;1;NULL;NULL;25
689;15;B0700370;Add Records to the DBA Detail Cache;10;2008-07-11 16:10:00;1;NULL;NULL;25
690;15;B0700500;Adjust State Wages;10;2008-07-11 16:10:00;1;NULL;NULL;25
691;15;B0700511;Delete Year End Records by Year - End ID and Year;10;2008-07-11 16:10:00;1;NULL;NULL;25
692;15;B0700540;Summarize Detail;10;2008-07-11 16:10:00;1;NULL;NULL;25
693;15;B0700560;W2 Allocate Federal Wages;10;2008-07-11 16:10:00;1;NULL;NULL;25
694;15;B0700590;Assign Control Number;10;2008-07-11 16:10:00;1;NULL;NULL;25
695;15;B0700630;Year-End Build;10;2008-07-11 16:10:00;1;NULL;NULL;25
696;15;B0700660;Update Employee to F07800;10;2008-07-11 16:10:00;1;NULL;NULL;25
697;15;B0700670;Update W2 Summary Workfiles;10;2008-07-11 16:10:00;1;NULL;NULL;25
698;15;B0700690;Write/Read Rollover PDBA Cache;10;2008-07-11 16:10:00;1;NULL;NULL;25
699;15;B0700700;Launch Audit Reports & Special Forms;10;2008-07-11 16:10:00;1;NULL;NULL;25
700;15;B0700710;Payroll Month Rollover;10;2008-07-11 16:10:00;1;NULL;NULL;25
701;15;B0700711;Calendar Month Rollover;10;2008-07-11 16:10:00;1;NULL;NULL;25
702;15;B0700720;Read/Write to Exception Report Cache;10;2008-07-11 16:10:00;1;NULL;NULL;25
703;15;B0700760;Retrieve the Default Data Dictionary field;10;2008-07-11 16:10:00;1;NULL;NULL;25
704;15;B0700770;Void and Reissue Cache;10;2008-07-11 16:10:00;1;NULL;NULL;25
705;15;B0700780;Launch Generic Year-End Programs;10;2008-07-11 16:10:00;1;NULL;NULL;25
706;15;B0700790;Reset Print Date Cache;10;2008-07-11 16:10:00;1;NULL;NULL;25
707;15;B0700800;Launch Reset Payroll - Full or by Employee;10;2008-07-11 16:10:00;1;NULL;NULL;25
708;15;B0700840;Get US Year-End Workbench Processing Options;10;2008-07-11 16:10:00;1;NULL;NULL;25
709;15;B0700850;Cache for storing W-2C's state records;10;2008-07-11 16:10:00;1;NULL;NULL;25
710;15;B0700860;Cache for storing W-2C's Local records;10;2008-07-11 16:10:00;1;NULL;NULL;25
711;15;B0700880;PDBACacheUpdate;10;2008-07-11 16:10:00;1;NULL;NULL;25
712;15;B0700900;Benefit Summary Cache Processing;10;2008-07-11 16:10:00;1;NULL;NULL;25
713;15;B0700920;Retrieve AAI for Journals;10;2008-07-11 16:10:00;1;NULL;NULL;25
714;15;B0700922;Add/Update Tax Detail Cache;10;2008-07-11 16:10:00;1;NULL;NULL;25
715;15;B0700930;W-2 Summary Report Cache;10;2008-07-11 16:10:00;1;NULL;NULL;25
716;15;B0700931;Perform Gross Up Calculation;10;2008-07-11 16:10:00;1;NULL;NULL;25
717;15;B0700950;W-2 Special Handling Cache;10;2008-07-11 16:10:00;1;NULL;NULL;25
718;15;B0700970;Burden Cache Processing for Job Billing H&W Sum;10;2008-07-11 16:10:00;1;NULL;NULL;25
719;15;B0701000;Tax History PDBA Cache;10;2008-07-11 16:10:00;1;NULL;NULL;25
720;15;B0701010;Convert Tax Method for Contract/Pension Employees;10;2008-07-11 16:10:00;1;NULL;NULL;25
721;15;B0701040;ADP EE Gender Count Cache;10;2008-07-11 16:10:00;1;NULL;NULL;25
722;15;B0701050;ADP Quarter and Year to Date Totals;10;2008-07-11 16:10:00;1;NULL;NULL;25
723;15;B0701060;ADP File Conversion;10;2008-07-11 16:10:00;1;NULL;NULL;25
724;15;B0701070;Update History;10;2008-07-11 16:10:00;1;NULL;NULL;25
725;15;B0701100;Get Current Amount for Accrual Code;10;2008-07-11 16:10:00;1;NULL;NULL;25
726;15;B0701140;Load Rollover Definition Cache;10;2008-07-11 16:10:00;1;NULL;NULL;25
727;15;B0701145;Fetch Rollover Definition Cache Entry;10;2008-07-11 16:10:00;1;NULL;NULL;25
728;15;B0701150;Launch Interim Calculations;10;2008-07-11 16:10:00;1;NULL;NULL;25
729;15;B0701160;Calculate Pay Period Begin Date;10;2008-07-11 16:10:00;1;NULL;NULL;25
730;15;B0701180;Retrieve Corporate Tax ID;10;2008-07-11 16:10:00;1;NULL;NULL;25
731;15;B0701200;Update Employment Insurance History;10;2008-07-11 16:10:00;1;NULL;NULL;25
732;15;B0701210;Correct Tax History Type in History Files;10;2008-07-11 16:10:00;1;NULL;NULL;25
733;15;B0701230;Populate Tax Area Table with Geocodes;10;2008-07-11 16:10:00;1;NULL;NULL;25
734;15;B0701260;Validate PTO Availability;10;2008-07-11 16:10:00;1;NULL;NULL;25
735;15;B0701310;Leave Request Entry;10;2008-07-11 16:10:00;1;NULL;NULL;25
736;15;B0701320;ADP PDBA Type Cache;10;2008-07-11 16:10:00;1;NULL;NULL;25
737;15;B0701330;ADP Local Code Cache;10;2008-07-11 16:10:00;1;NULL;NULL;25
738;15;B0701340;ADP QTD and YTD Totals;10;2008-07-11 16:10:00;1;NULL;NULL;25
739;15;B0701350;ADP Payroll Tax Area Profile Cache;10;2008-07-11 16:10:00;1;NULL;NULL;25
740;15;B0701400;ADP Local EE Taxable Already Calculated Cache;10;2008-07-11 16:10:00;1;NULL;NULL;25
741;15;B0701420;Launch State Magnetic Media;10;2008-07-11 16:10:00;1;NULL;NULL;25
742;15;B0701430;Burden Cache Processing for Job Billing Summary;10;2008-07-11 16:10:00;1;NULL;NULL;25
743;15;B0701440;Burden Cache Processing for Job Billing Register;10;2008-07-11 16:10:00;1;NULL;NULL;25
744;15;B0701450;Create What If Caches;10;2008-07-11 16:10:00;1;NULL;NULL;25
745;15;B0701460;Timecard Leave Request Change;10;2008-07-11 16:10:00;1;NULL;NULL;25
746;15;B0701470;Reset Interim ID-Full or by Employee-To be Obsoleted;10;2008-07-11 16:10:00;1;NULL;NULL;25
747;15;B0701480;Launch Reset Interim ID - Full or by Employee;10;2008-07-11 16:10:00;1;NULL;NULL;25
748;15;B0701490;Write to Tax Override Cache;10;2008-07-11 16:10:00;1;NULL;NULL;25
749;15;B0701520;Process Interactive Interims Driver;10;2008-07-11 16:10:00;1;NULL;NULL;25
750;15;B0701530;Benefit Accrual Roster DBA Cache;10;2008-07-11 16:10:00;1;NULL;NULL;25
751;15;B0701540;Launch Reports Driver UBE;10;2008-07-11 16:10:00;1;NULL;NULL;25
752;15;B0701550;Launch Reset Interim Payment Header;10;2008-07-11 16:10:00;1;NULL;NULL;25
753;15;B0701570;Change Flat File Name Business Function;10;2008-07-11 16:10:00;1;NULL;NULL;25
754;15;B0701580;ADP Fetch EE Info;10;2008-07-11 16:10:00;1;NULL;NULL;25
755;15;B0701590;ADP PDBA SPW2 Cache;10;2008-07-11 16:10:00;1;NULL;NULL;25
756;15;B0701600;Cache State and Local Amounts;10;2008-07-11 16:10:00;1;NULL;NULL;25
757;15;B0701630;Create Historical Payroll Register Cache;10;2008-07-11 16:10:00;1;NULL;NULL;25
758;15;B0701640;Retrieve Canadian TAXX ID for Rollover;10;2008-07-11 16:10:00;1;NULL;NULL;25
759;15;B0701660;Pay Stub PTO Balances;10;2008-07-11 16:10:00;1;NULL;NULL;25
760;15;B0701730;Populate Vertex Filing Status;10;2008-07-11 16:10:00;1;NULL;NULL;25
761;15;B0701740;Year End Convert String to Math Numeric;10;2008-07-11 16:10:00;1;NULL;NULL;25
762;15;B0701750;Launch Year-End Rollover;10;2008-07-11 16:10:00;1;NULL;NULL;25
763;15;B0701760;Create Default Burden Timecards;10;2008-07-11 16:10:00;1;NULL;NULL;25
764;15;B0701770;ADP String Length;10;2008-07-11 16:10:00;1;NULL;NULL;25
765;15;B0701800;Process Multiple Wage Attachment Rules;10;2008-07-11 16:10:00;1;NULL;NULL;25
766;15;B0701820;Payroll Table Conversion Functions;10;2008-07-11 16:10:00;1;NULL;NULL;25
767;15;B0701830;Void and Reissue Payments;10;2008-07-11 16:10:00;1;NULL;NULL;25
768;15;B0701840;Reset CPP QPP Exemption F0701740;10;2008-07-11 16:10:00;1;NULL;NULL;25
769;15;B0701850;Create Wyoming Corporate Officer Cache;10;2008-07-11 16:10:00;1;NULL;NULL;25
770;15;B0701860;Purge F07355 Records;10;2008-07-11 16:10:00;1;NULL;NULL;25
771;15;B0701870;Launch Purge F07355 Records;10;2008-07-11 16:10:00;1;NULL;NULL;25
772;15;B0701880;Launch Void and Reissue Payments UBE;10;2008-07-11 16:10:00;1;NULL;NULL;25
773;15;B0701890;Determine FMLA Date Range;10;2008-07-11 16:10:00;1;NULL;NULL;25
774;15;B0701930;Create Workers' Comp Repost Cache;10;2008-07-11 16:10:00;1;NULL;NULL;25
775;16;B0800001;Math Numeric to String;10;2008-07-11 16:10:00;1;NULL;NULL;25
776;16;B0800002;Trim to Char;10;2008-07-11 16:10:00;1;NULL;NULL;25
777;16;B0800007;Delete Employee Related Tables;10;2008-07-11 16:10:00;1;NULL;NULL;25
778;16;B0800010;Get Organizational Assignment Processing Opts P0801ORG;10;2008-07-11 16:10:00;1;NULL;NULL;25
779;16;B0800011;Get Tax Area Description;10;2008-07-11 16:10:00;1;NULL;NULL;25
780;16;B0800012;Get Job Type Description;10;2008-07-11 16:10:00;1;NULL;NULL;25
781;16;B0800013;Convert String To Date;10;2008-07-11 16:10:00;1;NULL;NULL;25
782;16;B0800016;HR History - Write Record to JDECache - Segment 1;10;2008-07-11 16:10:00;1;NULL;NULL;25
783;16;B0800017;HR History - Process EE Master Changes -Segment 1;10;2008-07-11 16:10:00;1;NULL;NULL;25
784;16;B0800018;HR History - Write Additional Information to JDECache;10;2008-07-11 16:10:00;1;NULL;NULL;25
785;16;B0800019;HR History - Write Record to JDECache - Segment 2;10;2008-07-11 16:10:00;1;NULL;NULL;25
786;16;B0800020;HR History - Process EE Master Changes - Segment 2;10;2008-07-11 16:10:00;1;NULL;NULL;25
787;16;B0800021;HR History - Disable/Enable History Triggers;10;2008-07-11 16:10:00;1;NULL;NULL;25
788;16;B0800022;HR History - Format History Data;10;2008-07-11 16:10:00;1;NULL;NULL;25
789;16;B0800026;Supplemental Data Multiskill Search;10;2008-07-11 16:10:00;1;NULL;NULL;25
790;16;B0800027;Next Supplemental Data Multiskill Search Result;10;2008-07-11 16:10:00;1;NULL;NULL;25
791;16;B0800028;Caching Parameters;10;2008-07-11 16:10:00;1;NULL;NULL;25
792;16;B0800029;Calculate Plan Amount Cache;10;2008-07-11 16:10:00;1;NULL;NULL;25
793;16;B0800030;F08330 Transaction Business Function Cache;10;2008-07-11 16:10:00;1;NULL;NULL;25
794;16;B0800031;Plan Status Cache;10;2008-07-11 16:10:00;1;NULL;NULL;25
795;16;B0800032;Position Control Monitor - Parameter Cacheing;10;2008-07-11 16:10:00;1;NULL;NULL;25
796;16;B0800033;Position Control Monitor - Launch;10;2008-07-11 16:10:00;1;NULL;NULL;25
797;16;B0800034;Accumulate Benefit Categories - Cache;10;2008-07-11 16:10:00;1;NULL;NULL;25
798;16;B0800040;Calculate Plan Amount;10;2008-07-11 16:10:00;1;NULL;NULL;25
799;16;B0800078;Caching for Benefits Enrollment;10;2008-07-11 16:10:00;1;NULL;NULL;25
800;16;B0800086;Cache Elected Plans Requiring Dependents/Beneficiaries;10;2008-07-11 16:10:00;1;NULL;NULL;25
801;16;B0800099;Cache Alias Functions To Calculate DBA's;10;2008-07-11 16:10:00;1;NULL;NULL;25
802;16;B0800105;Get Employee Master Processing Options P0801;10;2008-07-11 16:10:00;1;NULL;NULL;25
803;16;B0800111;Cache Affirmative Action Report Totals;10;2008-07-11 16:10:00;1;NULL;NULL;25
804;16;B0800114;Get Applicant Master Processing Options;10;2008-07-11 16:10:00;1;NULL;NULL;25
805;16;B0800118;Start Employee Setup Task WF;10;2008-07-11 16:10:00;1;NULL;NULL;25
806;16;B0800120;Benefit Statement Mail Merge;10;2008-07-11 16:10:00;1;NULL;NULL;25
807;16;B0800131;Start Setup Task App;10;2008-07-11 16:10:00;1;NULL;NULL;25
808;16;B0800132;Employee Setup Media Objects;10;2008-07-11 16:10:00;1;NULL;NULL;25
809;16;B0800137;Get Employee Setup Processing Options;10;2008-07-11 16:10:00;1;NULL;NULL;25
810;16;B0800138;Start Employee Setup UBE;10;2008-07-11 16:10:00;1;NULL;NULL;25
811;16;B0800140;Create Email Text String;10;2008-07-11 16:10:00;1;NULL;NULL;25
812;16;B0800142;Get F08711 MO Text;10;2008-07-11 16:10:00;1;NULL;NULL;25
813;16;B0800144;Create UBE RI Mapping String;10;2008-07-11 16:10:00;1;NULL;NULL;25
814;16;B0800149;Cache Establishments for OSHA Reports;10;2008-07-11 16:10:00;1;NULL;NULL;25
815;16;B0800151;Cache Job And Competency Tree Structure;10;2008-07-11 16:10:00;1;NULL;NULL;25
816;16;B0800154;Cache Job Competencies For All Organizational Levels;10;2008-07-11 16:10:00;1;NULL;NULL;25
817;16;B0800157;Job Competency Description;10;2008-07-11 16:10:00;1;NULL;NULL;25
818;16;B0800158;Determine Existence And Delete Job Competency Description;10;2008-07-11 16:10:00;1;NULL;NULL;25
819;16;B0800161;Process Employee Status Change;10;2008-07-11 16:10:00;1;NULL;NULL;25
820;16;B0800162;Run Managerial Reports Dynamic;10;2008-07-11 16:10:00;1;NULL;NULL;25
821;16;B0800163;Get Employee Status Change Processing Options;10;2008-07-11 16:10:00;1;NULL;NULL;25
822;16;B0800164;Employee Address Number Cache;10;2008-07-11 16:10:00;1;NULL;NULL;25
823;16;B0800165;Subordinate Cache;10;2008-07-11 16:10:00;1;NULL;NULL;25
824;16;B0800166;Get Job Competency Workbench Processing Options P08006;10;2008-07-11 16:10:00;1;NULL;NULL;25
825;16;B0800168;Get Employee Master Specific Data Item;10;2008-07-11 16:10:00;1;NULL;NULL;25
826;16;B0800183;GT08812 Delete Generic Text;10;2008-07-11 16:10:00;1;NULL;NULL;25
827;16;B0800190;Employee by Detail Cache;10;2008-07-11 16:10:00;1;NULL;NULL;25
828;16;B0800191;Status Change Category Code Cache;10;2008-07-11 16:10:00;1;NULL;NULL;25
829;16;B0800197;Validate Report DS;10;2008-07-11 16:10:00;1;NULL;NULL;25
830;16;B0800198;Launch Employee Status Change;10;2008-07-11 16:10:00;1;NULL;NULL;25
831;16;B0800199;Compensation Root Work Table Cache;10;2008-07-11 16:10:00;1;NULL;NULL;25
832;16;B0800203;F00092 Delete Generic Header Text File;10;2008-07-11 16:10:00;1;NULL;NULL;25
833;16;B0800207;Create GT08720 Status Change Media Object;10;2008-07-11 16:10:00;1;NULL;NULL;25
834;16;B0800208;Convert Status Change String Date to Date Format;10;2008-07-11 16:10:00;1;NULL;NULL;25
835;16;B0800209;Delete Status Change GT98865A Mo;10;2008-07-11 16:10:00;1;NULL;NULL;25
836;16;B0800210;Effective On and Change Reason Cache for Applicant Hire;10;2008-07-11 16:10:00;1;NULL;NULL;25
837;16;B0800213;Cache Gap Analysis;10;2008-07-11 16:10:00;1;NULL;NULL;25
838;16;B0800221;Cache Plan ID By Group And Category;10;2008-07-11 16:10:00;1;NULL;NULL;25
839;16;B0800222;Cache Job Competency Option Weighted Percentages;10;2008-07-11 16:10:00;1;NULL;NULL;25
840;16;B0800255;COBRA Qualifying Event Rules Engine;10;2008-07-11 16:10:00;1;NULL;NULL;25
841;16;B0800265;Get Processing Options from Enrollment Overrides P08330;10;2008-07-11 16:10:00;1;NULL;NULL;25
842;16;B0800266;Initialize Payroll Cache For Benefits;10;2008-07-11 16:10:00;1;NULL;NULL;25
843;16;B0800278;Write To JDEDEBUG Log file;10;2008-07-11 16:10:00;1;NULL;NULL;25
844;16;B0800281;Retrieve COBRA Constants;10;2008-07-11 16:10:00;1;NULL;NULL;25
845;16;B0800283;Self-Service Process Script Cache;10;2008-07-11 16:10:00;1;NULL;NULL;25
846;16;B0800284;Dependent Beneficiary Cache;10;2008-07-11 16:10:00;1;NULL;NULL;25
847;16;B0800285;Available Plans Enrollment Cache;10;2008-07-11 16:10:00;1;NULL;NULL;25
848;16;B0800286;Personal Information Cache;10;2008-07-11 16:10:00;1;NULL;NULL;25
849;16;B0800287;Confirmation Statement Cache;10;2008-07-11 16:10:00;1;NULL;NULL;25
850;16;B0800291;ESS Phone Number Cache;10;2008-07-11 16:10:00;1;NULL;NULL;25
851;16;B0800292;Emergency Contact Cache;10;2008-07-11 16:10:00;1;NULL;NULL;25
852;16;B0800295;Enhanced Cache Plan ID By Group And Category;10;2008-07-11 16:10:00;1;NULL;NULL;25
853;16;B0800299;Employee Self Service Benefits Workflow Approval;10;2008-07-11 16:10:00;1;NULL;NULL;25
854;16;B0800300;Send Benefits Confirmation;10;2008-07-11 16:10:00;1;NULL;NULL;25
855;16;B0800301;Set Error Action Step 499Z or 499U or 499W;10;2008-07-11 16:10:00;1;NULL;NULL;25
856;16;B0800303;Generate Employee E-Signature;10;2008-07-11 16:10:00;1;NULL;NULL;25
857;16;B0800310;Relationship Cache;10;2008-07-11 16:10:00;1;NULL;NULL;25
858;16;B0800342;Update ESS Work Files;10;2008-07-11 16:10:00;1;NULL;NULL;25
859;16;B0800360;Disable/Enable Position Control for Applicant;10;2008-07-11 16:10:00;1;NULL;NULL;25
860;16;B0800363;Participant Enrollment Work Cache;10;2008-07-11 16:10:00;1;NULL;NULL;25
861;16;B0800366;Text Substitution Error;10;2008-07-11 16:10:00;1;NULL;NULL;25
862;16;B0800370;Retrieve P085568 Processing Options;10;2008-07-11 16:10:00;1;NULL;NULL;25
863;16;B0800372;Get P085563 Processing Options;10;2008-07-11 16:10:00;1;NULL;NULL;25
864;16;B0800379;Changed Data Item Cache;10;2008-07-11 16:10:00;1;NULL;NULL;25
865;16;B0800383;Get POs for Enrollment Overrides for Enhanced ESS;10;2008-07-11 16:10:00;1;NULL;NULL;25
866;16;B0800387;Create Data Item List;10;2008-07-11 16:10:00;1;NULL;NULL;25
867;16;B0800389;Format Director Next Step String;10;2008-07-11 16:10:00;1;NULL;NULL;25
868;16;B0800402;Get Decimal Position;10;2008-07-11 16:10:00;1;NULL;NULL;25
869;16;B0800410;Batch Employee Master History Cache;10;2008-07-11 16:10:00;1;NULL;NULL;25
870;16;B0800430;Call User Defined Eligibility Function;10;2008-07-11 16:10:00;1;NULL;NULL;25
871;16;B0800440;W-4 Cache;10;2008-07-11 16:10:00;1;NULL;NULL;25
872;16;B0800445;Write Org Chart Data;10;2008-07-11 16:10:00;1;NULL;NULL;25
873;16;B0800455;Cache Process COBRA Status;10;2008-07-11 16:10:00;1;NULL;NULL;25
874;16;B0800490;Text Substitution Error 9;10;2008-07-11 16:10:00;1;NULL;NULL;25
875;16;B0800510;Eligibility Cache F08390;10;2008-07-11 16:10:00;1;NULL;NULL;25
876;16;B0800520;Category Within Benefit Groups Cache F08350/B;10;2008-07-11 16:10:00;1;NULL;NULL;25
877;16;B0800530;Generic Message Rate Cache F00191;10;2008-07-11 16:10:00;1;NULL;NULL;25
878;16;B0800550;Mandatory Default Plan Cache;10;2008-07-11 16:10:00;1;NULL;NULL;25
879;16;B0800555;Retrieve 2nd Description for NAICS Code;10;2008-07-11 16:10:00;1;NULL;NULL;25
880;16;B0800565;Is Plan Id In Plan Control Table;10;2008-07-11 16:10:00;1;NULL;NULL;25
881;16;B0800585;Plan/Option/Tag Table Cache;10;2008-07-11 16:10:00;1;NULL;NULL;25
882;16;B0800595;Transfer Attachments for Applicant or Employee;10;2008-07-11 16:10:00;1;NULL;NULL;25
883;16;B0800600;Delete Job Posting;10;2008-07-11 16:10:00;1;NULL;NULL;25
884;16;B0800601;Applicant Login Cache;10;2008-07-11 16:10:00;1;NULL;NULL;25
885;16;B0800602;Get Data Item Glossary - 1200 Char;10;2008-07-11 16:10:00;1;NULL;NULL;25
886;16;B0800603;HRM Send E-Mail - JDE_SendEMailSMTPExt;10;2008-07-11 16:10:00;1;NULL;NULL;25
887;16;B0800605;Fetch and Add Requisition Media Objects;10;2008-07-11 16:10:00;1;NULL;NULL;25
888;16;B0800610;Browse Job Postings Retrieve Record Count C Function;10;2008-07-11 16:10:00;1;NULL;NULL;25
889;16;B0800620;Send Final E-mail Confirmation BSFN;10;2008-07-11 16:10:00;1;NULL;NULL;25
890;16;B0800670;Send Confirmation Email to Recruiter;10;2008-07-11 16:10:00;1;NULL;NULL;25
891;16;B0800730;E-mail Job Posting BSFN;10;2008-07-11 16:10:00;1;NULL;NULL;25
892;16;B0800735;Get Time of Day in Seconds BSFN;10;2008-07-11 16:10:00;1;NULL;NULL;25
893;16;B0800750;Search For String in String;10;2008-07-11 16:10:00;1;NULL;NULL;25
894;16;B0800760;eRecruit Login Operations;10;2008-07-11 16:10:00;1;NULL;NULL;25
895;16;B0800780;Strip Special Characters from String;10;2008-07-11 16:10:00;1;NULL;NULL;25
896;16;B0800790;Applicant Personal Information Cache;10;2008-07-11 16:10:00;1;NULL;NULL;25
897;16;B0800800;Encryption Key Table Operations (F08406);10;2008-07-11 16:10:00;1;NULL;NULL;25
898;16;B0800810;Get P08400 Processing Options;10;2008-07-11 16:10:00;1;NULL;NULL;25
899;16;B080301;HR History Monitor - Write to History;10;2008-07-11 16:10:00;1;NULL;NULL;25
900;17;B0900002;Journal Entry Out Of Balance;10;2008-07-11 16:10:00;1;NULL;NULL;25
901;17;B0900003;Reversing Entry Date;10;2008-07-11 16:10:00;1;NULL;NULL;25
902;17;B0900006;Refresh Reconcile;10;2008-07-11 16:10:00;1;NULL;NULL;25
903;17;B0900007;Compare GL Date to Stop Date;10;2008-07-11 16:10:00;1;NULL;NULL;25
