objSecuencia;modSecuencia;objCodigo;objDescripcion;objUsuario;objFecha;objEstado;objFuncion;objRefMenu;objTypeObj
904;17;B0900008;Return Account Balance;10;2008-07-11 16:10:00;1;NULL;NULL;25
905;17;B0900009;Retrieve Companys Begin Date;10;2008-07-11 16:10:00;1;NULL;NULL;25
906;17;B0900011;F0911 - FS - Retrieve F0901 Data;10;2008-07-11 16:10:00;1;NULL;NULL;25
907;17;B0900013;Update Reconcile;10;2008-07-11 16:10:00;1;NULL;NULL;25
908;17;B0900018;F0911 - FS - Retrieve Current Time;10;2008-07-11 16:10:00;1;NULL;NULL;25
909;17;B0900019;Is Third Account Number Unique;10;2008-07-11 16:10:00;1;NULL;NULL;25
910;17;B0900020;Checks for the existence of a F0912 record;10;2008-07-11 16:10:00;1;NULL;NULL;25
911;17;B0900023;F0911 - FS - Retrieve Company Master Data;10;2008-07-11 16:10:00;1;NULL;NULL;25
912;17;B0900026;Void Journal Entry;10;2008-07-11 16:10:00;1;NULL;NULL;25
913;17;B0900027;Validate - Delete Account;10;2008-07-11 16:10:00;1;NULL;NULL;25
914;17;B0900028;Reconcile Ledger File;10;2008-07-11 16:10:00;1;NULL;NULL;25
915;17;B0900031;Delete G/L Transaction From F0911;10;2008-07-11 16:10:00;1;NULL;NULL;25
916;17;B0900034;Get Begin End P L Range;10;2008-07-11 16:10:00;1;NULL;NULL;25
917;17;B0900035;Get and Validate Retained Earnings Account;10;2008-07-11 16:10:00;1;NULL;NULL;25
918;17;B0900037;Validate - Delete JE Document;10;2008-07-11 16:10:00;1;NULL;NULL;25
919;17;B0900038;Edit Business Unit Posting Edit Code;10;2008-07-11 16:10:00;1;NULL;NULL;25
920;17;B0900039;Check for the existence of a F912A record;10;2008-07-11 16:10:00;1;NULL;NULL;25
921;17;B0900040;Check for existence of 912B record;10;2008-07-11 16:10:00;1;NULL;NULL;25
922;17;B0900041;Write to CA Ledger;10;2008-07-11 16:10:00;1;NULL;NULL;25
923;17;B0900043;Retrieve CA Amount;10;2008-07-11 16:10:00;1;NULL;NULL;25
924;17;B0900044;Accumulate Accounts of Greater LOD;10;2008-07-11 16:10:00;1;NULL;NULL;25
925;17;B0900045;Validate User Defined Codes;10;2008-07-11 16:10:00;1;NULL;NULL;25
926;17;B0900046;Delete Indexed Computations;10;2008-07-11 16:10:00;1;NULL;NULL;25
927;17;B0900047;Process Trial Balance Totalling Array;10;2008-07-11 16:10:00;1;NULL;NULL;25
928;17;B0900048;Retained Earnings +;10;2008-07-11 16:10:00;1;NULL;NULL;25
929;17;B0900049;Journal Entry;10;2008-07-11 16:10:00;1;NULL;NULL;25
930;17;B0900050;Accumulate Balance Forward and Prior Year Postings;10;2008-07-11 16:10:00;1;NULL;NULL;25
931;17;B0900051;Assign Category Codes;10;2008-07-11 16:10:00;1;NULL;NULL;25
932;17;B0900052;Write F09218 Header Record;10;2008-07-11 16:10:00;1;NULL;NULL;25
933;17;B0900053;Duplicate Business Unit;10;2008-07-11 16:10:00;1;NULL;NULL;25
934;17;B0900054;Write F092181 Detail Record;10;2008-07-11 16:10:00;1;NULL;NULL;25
935;17;B0900055;Edit For Posting;10;2008-07-11 16:10:00;1;NULL;NULL;25
936;17;B0900056;Process Reconciliatios Header;10;2008-07-11 16:10:00;1;NULL;NULL;25
937;17;B0900057;Retrieve Total Account Balance;10;2008-07-11 16:10:00;1;NULL;NULL;25
938;17;B0900058;Recurring Frequency Update;10;2008-07-11 16:10:00;1;NULL;NULL;25
939;17;B0900059;Account Ledger Foreign Ledger Type Match;10;2008-07-11 16:10:00;1;NULL;NULL;25
940;17;B0900060;Return Account Balances Periods;10;2008-07-11 16:10:00;1;NULL;NULL;25
941;17;B0900061;Update F0912 G/L Date;10;2008-07-11 16:10:00;1;NULL;NULL;25
942;17;B0900062;Update F0912A G/L Date;10;2008-07-11 16:10:00;1;NULL;NULL;25
943;17;B0900064;Flex Code Mapping - Business Unit/Object/Subsidiary;10;2008-07-11 16:10:00;1;NULL;NULL;25
944;17;B0900065;Level of Detail Totaling Processes;10;2008-07-11 16:10:00;1;NULL;NULL;25
945;17;B0900066;F09UI008 - Clear Stack;10;2008-07-11 16:10:00;1;NULL;NULL;25
946;17;B0900068;Trial Balance Accumulate LOD;10;2008-07-11 16:10:00;1;NULL;NULL;25
947;17;B0900069;F0911 Retrieve Records;10;2008-07-11 16:10:00;1;NULL;NULL;25
948;17;B0900070;Update Flex System Constant;10;2008-07-11 16:10:00;1;NULL;NULL;25
949;17;B0900072;Retrieve ANI for Mode Symbol Constants;10;2008-07-11 16:10:00;1;NULL;NULL;25
950;17;B0900073;Dynamic Account Creation;10;2008-07-11 16:10:00;1;NULL;NULL;25
951;17;B0900075;F0901D Update Account Translation;10;2008-07-11 16:10:00;1;NULL;NULL;25
952;17;B0900077;F0901D Edit Account Translation;10;2008-07-11 16:10:00;1;NULL;NULL;25
953;17;B0900078;F0917 Delete Bank Statement Detail;10;2008-07-11 16:10:00;1;NULL;NULL;25
954;17;B0900079;F0912A Update G/L Date Budget FY;10;2008-07-11 16:10:00;1;NULL;NULL;25
955;17;B0900080;F4008 - Get GL Tax Account;10;2008-07-11 16:10:00;1;NULL;NULL;25
956;17;B0900081;F0012 AAI Interim Totals Cache;10;2008-07-11 16:10:00;1;NULL;NULL;25
957;17;B0900083;F0911 Update Detail Cache ALT9;10;2008-07-11 16:10:00;1;NULL;NULL;25
958;17;B0900084;F0911 Recalc FY/PN CO#;10;2008-07-11 16:10:00;1;NULL;NULL;25
959;17;B0900085;Retrieve Ptr To F0911 Record;10;2008-07-11 16:10:00;1;NULL;NULL;25
960;17;B0900086;Asset Number Change;10;2008-07-11 16:10:00;1;NULL;NULL;25
961;17;B0900087;Multi Ledger Account Balance Calculate;10;2008-07-11 16:10:00;1;NULL;NULL;25
962;17;B0900088;F0916 Retrieve Prev Stmnt End Bal;10;2008-07-11 16:10:00;1;NULL;NULL;25
963;17;B0900090;Trial Balance Calculate Balances;10;2008-07-11 16:10:00;1;NULL;NULL;25
964;17;B0900091;F0902B Update Account Balances;10;2008-07-11 16:10:00;1;NULL;NULL;25
965;17;B0900094;Cache Trial Balance Date Info;10;2008-07-11 16:10:00;1;NULL;NULL;25
966;17;B0900096;Get Journal Entry MBF Processing Options;10;2008-07-11 16:10:00;1;NULL;NULL;25
967;17;B0900097;F0006-AddToCacheForTreeSt;10;2008-07-11 16:10:00;1;NULL;NULL;25
968;17;B0900098;F0006 Retrieve From Cache For Tree St;10;2008-07-11 16:10:00;1;NULL;NULL;25
969;17;B0900099;F0006-Update Records Using Tree Structure;10;2008-07-11 16:10:00;1;NULL;NULL;25
970;17;B0900101;Online Consolidations Calculate Balances;10;2008-07-11 16:10:00;1;NULL;NULL;25
971;17;B0900102;Write to JDE Log;10;2008-07-11 16:10:00;1;NULL;NULL;25
972;17;B0900103;F0011 - Update Batch For GL Post;10;2008-07-11 16:10:00;1;NULL;NULL;25
973;17;B0900104;F0901 - Retrieve Account Master Infor for GL Post;10;2008-07-11 16:10:00;1;NULL;NULL;25
974;17;B0900105;F0911 - Update Posted Code for G/L Post;10;2008-07-11 16:10:00;1;NULL;NULL;25
975;17;B0900108;Journal Entry PN/FY/CTRY;10;2008-07-11 16:10:00;1;NULL;NULL;25
976;17;B0900110;Validate Company in Configured Hub;10;2008-07-11 16:10:00;1;NULL;NULL;25
977;17;B0900127;F09UI015 Delete Multi Tiered records;10;2008-07-11 16:10:00;1;NULL;NULL;25
978;17;B0900131;Cache Debit and Credit Entries for Manual Reconciliation;10;2008-07-11 16:10:00;1;NULL;NULL;25
979;17;B0900143;Delete F0911 Records;10;2008-07-11 16:10:00;1;NULL;NULL;25
980;17;B0900144;F0008B Get Date Pattern Record;10;2008-07-11 16:10:00;1;NULL;NULL;25
981;17;B0900151;F0902 Indexed Computation Budget Amount Cache;10;2008-07-11 16:10:00;1;NULL;NULL;25
982;17;B0900153;Retrieve AAIs Beginning Ending Revenues;10;2008-07-11 16:10:00;1;NULL;NULL;25
983;17;B0900154;Account Master Search Word Occurrence;10;2008-07-11 16:10:00;1;NULL;NULL;25
984;17;B0900155;Delete Account F0901/F0901D/F0902/F0911 Records;10;2008-07-11 16:10:00;1;NULL;NULL;25
985;17;B0900156;Delete F0006 Business Unit and F0006D Translations;10;2008-07-11 16:10:00;1;NULL;NULL;25
986;17;B0900157;F0050 Copy Organizational Type Stucture;10;2008-07-11 16:10:00;1;NULL;NULL;25
987;17;B0900158;Cache Process Repost Account Ledger;10;2008-07-11 16:10:00;1;NULL;NULL;25
988;17;B0900159;Trial Balance LOD Cache Totaling;10;2008-07-11 16:10:00;1;NULL;NULL;25
989;17;B0900160;F0911Z4 Write Outbound F0911;10;2008-07-11 16:10:00;1;NULL;NULL;25
990;17;B0900163;Delete Cash Forecast Data;10;2008-07-11 16:10:00;1;NULL;NULL;25
991;17;B0900165;JDEM Print Messages By Work Field ID;10;2008-07-11 16:10:00;1;NULL;NULL;25
992;17;B0900166;Process Header Cache To Cash Forecast;10;2008-07-11 16:10:00;1;NULL;NULL;25
993;17;B0900167;Process Detail Cache To Cash Forecast;10;2008-07-11 16:10:00;1;NULL;NULL;25
994;17;B0900168;Refresh Cash Forecast Bank Accounts;10;2008-07-11 16:10:00;1;NULL;NULL;25
995;17;B0900170;General Ledger Account Master Real Time Event Notification;10;2008-07-11 16:10:00;1;NULL;NULL;25
996;17;B0900171;Purge Bank File of Cleared Checks - F09505, F095051;10;2008-07-11 16:10:00;1;NULL;NULL;25
997;17;B0900173;Get Beginning Point For Number Prev Periods To Retain;10;2008-07-11 16:10:00;1;NULL;NULL;25
998;17;B0900174;Adjust Date By Number Of Days;10;2008-07-11 16:10:00;1;NULL;NULL;25
999;17;B0900176;Compare F0902 Balances To F0911 Transactions;10;2008-07-11 16:10:00;1;NULL;NULL;25
1000;17;B0900180;Validate Rpt Struct Cash Type Rules;10;2008-07-11 16:10:00;1;NULL;NULL;25
1001;17;B0900181;Set Error - Duplicate Cash Type;10;2008-07-11 16:10:00;1;NULL;NULL;25
1002;17;B0900182;Process Rpt Structure Cache Records;10;2008-07-11 16:10:00;1;NULL;NULL;25
1003;17;B0900183;Process Cash Type Rules Cache Records;10;2008-07-11 16:10:00;1;NULL;NULL;25
1004;17;B0900184;Set Errors - Cash Forecast Analysis;10;2008-07-11 16:10:00;1;NULL;NULL;25
1005;17;B0900185;Process Cash Forecast Data;10;2008-07-11 16:10:00;1;NULL;NULL;25
1006;17;B0900186;Process Header Cache for Cash Forecast;10;2008-07-11 16:10:00;1;NULL;NULL;25
